well,n_points,mean_obs_delta_h_m,mean_sim_delta_h_m,mean_residual_m,mae_m,rmse_m,max_abs_error_m,corr,nse,final_obs_m,final_sim_m
ZK204,32,0.7596875,-0.1421303285915343,-0.9018178285915343,1.309610032524243,2.1288308644982585,6.5770279406931875,-0.442348746245675,-0.2901015045699311,0.13,-0.3211622376311425
ZK206,32,-5.508437499999999,-1.549308660614983,3.959128839385017,4.193873843253694,5.674840603107708,14.686767080863955,0.19456177817852724,-0.8762390865833947,-1.05,-1.5705217988520417
ZK207,32,-23.2059375,-1.3685082234873107,21.83742927651269,21.83742927651269,22.819398332165267,27.584619093590444,0.9097948354256994,-9.96126469243269,-27.99,-1.4986266904888907
ZK401,32,2.043125,1.9240265025783856,-0.1190984974216144,0.4170272904756279,0.5069121275341102,1.2812162834178524,0.6709400856778461,0.4162194444865215,2.46,2.1009366172547743
ZK402,32,-0.1090625,1.5077219593111124,1.6167844593111125,1.6167844593111125,1.6570836834335394,1.8966118604585063,-0.32336542931320006,-390.45056673515705,-0.05,1.6448337123920282
