well,n_points,mean_obs_delta_h_m,mean_sim_delta_h_m,mean_residual_m,mae_m,rmse_m,max_abs_error_m,corr,nse,final_obs_m,final_sim_m
ZK204,32,0.7596875,-0.14443856060788107,-0.904126060607881,1.310645265156718,2.130319280640404,6.581147936330399,-0.44162500895897777,-0.29190613753817996,0.13,-0.32509094924398596
ZK206,32,-5.508437499999999,-1.2708454622216436,4.237592037778356,4.391658144006512,5.895083096906126,14.869787856188122,0.1945264978361166,-1.0247001117369603,-1.05,-1.394339565512837
ZK207,32,-23.2059375,-1.3633770708321435,21.842560429167857,21.842560429167857,22.824868252206,27.587254661712503,0.9092386355694876,-9.966520258469993,-27.99,-1.4959927683075875
ZK401,32,2.043125,1.9156362397663713,-0.12748876023362865,0.4228924682591616,0.5100248040707637,1.286673035940912,0.6691919413247993,0.4090280638888296,2.46,2.0954644211551567
ZK402,32,-0.1090625,1.4993321532399477,1.6083946532399478,1.6083946532399478,1.6488907774736752,1.8909944709830597,-0.35436171046662207,-386.5893381886159,-0.05,1.6393623985486556
