time,time_days,ZK204,ZK206,ZK207,ZK401,ZK402
0.0,0.0,0.0,0.0,0.0,0.0,0.0
86400.0,1.0,7.692067310927087e-05,-0.5560408312744585,-0.8071618167441557,1.1440008712925192,0.8951306001554258
172800.0,2.0,-5.170187478142907e-05,-0.9531619993449567,-1.192656595510016,1.6884394090793649,1.3220152565772878
259200.0,3.0,-0.000297968505492463,-0.23591419816966663,-0.005573506545260898,0.007315210727938393,0.007238941430841805
345600.0,4.0,6.484968753284193e-05,-0.6713601129772542,-0.8760015793859566,1.2454836616143439,0.9749012450765804
432000.0,5.0,2.232569477200741e-05,-0.16630692651415302,-0.004382593796435685,0.005075427954579936,0.0050191414266009815
518400.0,6.0,0.00020239677314748405,-0.04743233496674293,0.001005711952529964,0.0010801577536767581,0.0010799444025906269
604800.0,7.0,0.00045509568644774845,-1.2924858144633617,-1.8549827268989247,2.629534126201179,2.0575344230683186
691200.0,8.0,3.0430910555878654e-06,-1.447289451325105,-1.6549862959618622,2.341015189155769,1.8337596933324676
777600.0,9.0,-0.0002179327320845914,-1.3972900978806138,-1.5083273680556886,2.1386611694024396,1.6756668360194453
864000.0,10.0,-0.00019602155407483224,-1.2055067664823582,-1.2418302285441314,1.7620341912343065,1.380878180041691
950400.0,11.0,1.1043493486795342e-05,-1.3692649061817974,-1.5452861876401585,2.192388093291811,1.7172847755846306
1036800.0,12.0,0.0001572238566041051,-2.0264392491103536,-2.4459426748435362,3.46715723658599,2.7149758688919974
1123200.0,13.0,-6.861964448034996e-05,-1.8199561838855516,-1.9177972327670432,2.7168830387527123,2.128946129076212
1209600.0,14.0,-7.598016463816748e-05,-1.5388600266783214,-1.5688989644131652,2.2261459276105597,1.744614970686598
1296000.0,15.0,9.394438711751718e-05,-1.7835565752911862,-2.022474517624687,2.8688456265645073,2.2470258485172963
1382400.0,16.0,7.345591120611061e-05,-2.131816887205332,-2.4486526680657335,3.4703254353089505,2.7180215054395376
1468800.0,17.0,-0.0002231940034107538,-1.4459804978864668,-1.3296050230419496,1.8839600699120638,1.4772912392709259
1555200.0,18.0,-1.1782648016378516e-05,-2.0558131030597906,-2.4437992967104947,3.467006887794014,2.7148394314626785
1641600.0,19.0,-0.00028197753499625833,-1.7047188675483085,-1.7353792389012597,2.4572769230780978,1.925716557638225
1728000.0,20.0,-0.00028245476187294116,-1.8233550437171289,-2.0188299724368335,2.862832855423221,2.2424640546450973
1814400.0,21.0,-0.0004573020473799261,-1.1248557158655785,-0.9688716926893903,1.3724563338182634,1.0764760960437343
1900800.0,22.0,-0.00016101350547614857,-1.976067749914364,-2.4427721925057995,3.464125441860233,2.7119810391732244
1987200.0,23.0,-0.0005507065011443046,-1.144285786402179,-0.9546164571038389,1.3483613852404233,1.0578254067931994
2073600.0,24.0,-0.00039676180449532694,-0.9613015494369392,-0.9614702087337719,1.364808493430246,1.0693531925426214
2160000.0,25.0,-0.00013440043721857364,-1.7902326079811246,-2.240231313676304,3.1737562205635186,2.484468452440524
2246400.0,26.0,-0.00032577551564827445,-2.058622337205179,-2.3497111243641484,3.324822403192229,2.603978726848254
2332800.0,27.0,-0.0003843767326543457,-2.2012647734877646,-2.4510621083609294,3.471446972738704,2.719122365067051
2419200.0,28.0,-0.00023846733893151395,-2.239263867757927,-2.451019336479476,3.4722326332484954,2.71994738621288
2505600.0,29.0,7.338919249377795e-05,-2.250364426437045,-2.4507014902183073,3.472194432910328,2.719955125268825
2592000.0,30.0,0.00045765600953018293,-2.2539135552492553,-2.450733517272056,3.4721593760696123,2.719920059001197
2678400.0,31.0,0.0008403878123317554,-2.2554348008420675,-2.4511247368809563,3.4724887318625406,2.7201574462897042
2764800.0,32.0,0.0011726092407116084,-2.21671209492024,-2.3940321751460942,3.391306955316395,2.6566129030843513
2851200.0,33.0,0.001451691907732311,-2.168191715503781,-2.3366288599863765,3.3098157825534145,2.59276264777327
2937600.0,34.0,0.001664770823026629,-2.1168993996029712,-2.2792890669497865,3.228256049698757,2.528843844895164
3024000.0,35.0,0.0017735701362653344,-1.826559524487493,-1.8761731206868717,2.6565851421200932,2.0814311150279536
3110400.0,36.0,0.0019269852996330883,-1.7815859293314134,-1.9114487343767905,2.707077324569582,2.120454411920946
3196800.0,37.0,0.0019361105082680297,-1.6620687674767396,-1.7583736447268166,2.4886096893742433,1.9494214877522609
3283200.0,38.0,0.001899110798149195,-1.6825642562043868,-1.8305009594414514,2.590767435257476,2.0291481461499643
3369600.0,39.0,0.0017511994892629446,-1.564660236189411,-1.6545319376236876,2.3405228887468184,1.8333608982229634
3456000.0,40.0,0.0016844927572492452,-1.9749969532203977,-2.290632179962813,3.242408143782086,2.538845750962537
3542400.0,41.0,0.0013338116291379265,-1.6036158487531793,-1.6126462645197535,2.279352065112107,1.7859378466091584
3628800.0,42.0,0.0012446614036889514,-1.4731866612219164,-1.5441300519460128,2.1853860638220794,1.711809272694154
3715200.0,43.0,0.0011588788079279766,-1.4132217895253234,-1.507417608248943,2.131918502442204,1.6697519662948253
3801600.0,44.0,0.0010056210126094811,-1.410385980988849,-1.5267579823066626,2.158677830761917,1.6905824322466287
3888000.0,45.0,0.0007704530044065905,-1.410145289959928,-1.528800122246139,2.161141333544947,1.6924962606008194
3974400.0,46.0,0.0005175072928977897,-1.6740870579401417,-1.9123196000809912,2.7045859702238886,2.1177095086259214
4060800.0,47.0,0.00011516872928041266,-1.7701308454029459,-1.9611968147210064,2.7728551147856706,2.1715397323596335
4147200.0,48.0,-0.0002896731962209742,-1.7644320694530506,-1.9154905317827797,2.70894772317115,2.121679086760196
4233600.0,49.0,-0.0006637929759563121,-1.732924335743519,-1.8695394859096268,2.644257432507402,2.071041502920707
4320000.0,50.0,-0.0010539461441112508,-1.6940995305585602,-1.8237790516550376,2.579369604814019,2.0202064102304575
4406400.0,51.0,-0.001495570027600479,-1.7285430665128843,-1.8875523645801877,2.6695911457773036,2.090725663930243
4492800.0,52.0,-0.002061984335341549,-1.6880550112546189,-1.817608049484079,2.569998428481995,2.0128407236916246
4579200.0,53.0,-0.002692710580959101,-1.7535994032350573,-1.926109971135702,2.723943106389015,2.133218785927056
4665600.0,54.0,-0.003457197881743923,-1.7559442519786899,-1.907596081940028,2.697149199996602,2.112345901851768
4752000.0,55.0,-0.004295778210234857,-1.7818007943433258,-1.9432433573765593,2.74784482726227,2.1520045366942213
4838400.0,56.0,-0.005190620805024082,-2.008965360345883,-2.2639185627904226,3.202142897566773,2.5075016588698418
4924800.0,57.0,-0.006277545207012736,-1.890415300606037,-2.0132989862031536,2.846139363000475,2.229293478314503
5011200.0,58.0,-0.007312161990284949,-1.888203890922341,-2.046813484723316,2.89502889270625,2.267344815594697
5097600.0,59.0,-0.008416874967679178,-1.8743269869501091,-2.028901384420351,2.8689578811909087,2.246926978094052
5184000.0,60.0,-0.0096152783994512,-1.7435567443444597,-1.843959353250284,2.6066879066011097,2.0416752097544304
5270400.0,61.0,-0.010821123114055808,-1.8416867933538015,-2.0315104478204375,2.8727328626155213,2.2496213389767945
5356800.0,62.0,-0.012167823095751373,-1.9704807970679212,-2.1869762788364824,3.0919406315479137,2.4212848161751026
5443200.0,63.0,-0.01363184758247371,-1.9637338341090071,-2.1315067996283688,3.013190675298574,2.359858975481984
5529600.0,64.0,-0.01509828363532506,-1.955311332929341,-2.1192049948576823,2.996292428416382,2.3466130392253035
5616000.0,65.0,-0.016579042894136364,-1.9718151154938823,-2.145830815798945,3.0339038826696196,2.3760147462107852
5702400.0,66.0,-0.018097632569151756,-2.0233338127864045,-2.214992957704453,3.1316715940465656,2.452525395918201
5788800.0,67.0,-0.019677169496844726,-2.0266663434613292,-2.201795240656793,3.112708918390126,2.4377555085666245
5875200.0,68.0,-0.02127722226214246,-2.06251604533918,-2.251710517591164,3.1835415252298844,2.49316964112586
5961600.0,69.0,-0.022928646822947485,-2.0275599262922697,-2.1884171479860015,3.0935775062198445,2.42281895567794
6048000.0,70.0,-0.024590826633811957,-2.00690921414116,-2.1697369599860394,3.0672369986095873,2.402137906338794
6134400.0,71.0,-0.026278926220584253,-2.0443339709731845,-2.231602507316893,3.1546629669455797,2.4704969799995524
6220800.0,72.0,-0.02803333383917561,-2.0214530034782,-2.1858792775165057,3.0894583925401093,2.4195221810541625
6307200.0,73.0,-0.029814150577749388,-1.9453887391960052,-2.0826749364414354,2.9432863386700774,2.305098169435041
6393600.0,74.0,-0.03157238414223684,-2.075272136763033,-2.297610366167646,3.247920222062021,2.5433255163725335
6480000.0,75.0,-0.03344560473851743,-2.0487760229766536,-2.215827113614978,3.131026048230524,2.4520540499970593
6566400.0,76.0,-0.035296443899824226,-2.0991892808960984,-2.2960122648783,3.2452395210402756,2.5413654196827338
6652800.0,77.0,-0.03718007900579323,-2.0985267526830285,-2.277905597104109,3.219149561523409,2.521017646821747
6739200.0,78.0,-0.03906970368780094,-2.0554860925149114,-2.2147615587155087,3.129746446750687,2.45104833352525
6825600.0,79.0,-0.04094196823416496,-2.1049310178727865,-2.3011731903816326,3.2522192055912456,2.546795006274806
6912000.0,80.0,-0.04287131915134523,-2.077656831029344,-2.2452631045598537,3.1724378627277474,2.484434098579186
6998400.0,81.0,-0.04480240018665427,-2.0674686886973177,-2.2390302879703086,3.1637786652254363,2.4776012371121396
7084800.0,82.0,-0.04674636061008641,-2.1078869440484596,-2.301530670642933,3.252120594507687,2.5466948429866534
7171200.0,83.0,-0.048734726988186594,-2.1115100671290747,-2.293079588188448,3.239796371295597,2.5371023634152152
7257600.0,84.0,-0.05073395269300818,-2.118929508068504,-2.301900517575632,3.252333770410587,2.5469045774143524
7344000.0,85.0,-0.05275218259794201,-2.0886742975881134,-2.2552506762804114,3.186068480762515,2.4950530805363087
7430400.0,86.0,-0.05477198338667222,-2.0692737504105025,-2.2372890147353246,3.1606039910348045,2.4750663465056277
7516800.0,87.0,-0.05680275147460634,-2.1084070231036094,-2.3012126808034736,3.250975063408987,2.5457333508575175
7603200.0,88.0,-0.059097645012570865,-0.5423561716593213,-0.014807364155785763,0.01004026717873785,0.009892964163555007
7689600.0,89.0,-0.06050496035595643,-1.7368221408160025,-2.285938933572652,3.2344212365842395,2.5303235712617607
7776000.0,90.0,-0.06291774430155783,-2.0097797544422065,-2.2986201447274652,3.2404556685833086,2.5369413004746093
7862400.0,91.0,-0.06536399481956323,-2.0883202221280044,-2.301837909330061,3.2495795702870964,2.5445148632898054
7948800.0,92.0,-0.06762875262393209,-2.1097575134781437,-2.2995411973724913,3.2476216112690963,2.5431049713324683
8035200.0,93.0,-0.06975007783103138,-2.1141651744455885,-2.2964482896795744,3.2435344126351993,2.5399308699797984
8121600.0,94.0,-0.07180325640138108,-2.1195697329189898,-2.302065970657168,3.2514788210719416,2.54614140020567
8208000.0,95.0,-0.07385145105308766,-2.117009284192136,-2.296234369629019,3.2430802160843086,2.5395651631970395
8294400.0,96.0,-0.07592571893292188,-2.116560962147105,-2.2962530798768057,3.2429982010326057,2.5394835227816657
8380800.0,97.0,-0.07804624532718663,-2.1165374414254075,-2.2963169538543298,3.242933788724258,2.539419109129085
8467200.0,98.0,-0.08021951433420327,-2.1166175493863193,-2.29637757673936,3.242873212830091,2.539358531509606
8553600.0,99.0,-0.08244388898992838,-2.1203896485390032,-2.3017624341309784,3.2503625921517596,2.5452058081245923
8640000.0,100.0,-0.08471704637804578,-2.11771362926811,-2.296523711853297,3.2427845878746666,2.5392695623268082
8726400.0,101.0,-0.08702802664447518,-2.117175965257047,-2.296546060129913,3.2427052813573027,2.539190594458887
8812800.0,102.0,-0.08937223093653301,-2.1170972298132256,-2.2966070429110914,3.2426438205930026,2.53912913323893
8899200.0,103.0,-0.09174368082449291,-2.117138900286136,-2.296664480394611,3.24258642301902,2.539071734663594
8985600.0,104.0,-0.09413652442526654,-2.1172127325867223,-2.296720298904802,3.242530630649526,2.539015941258185
9072000.0,105.0,-0.09654705396951613,-2.107505274014784,-2.2825659070540496,3.2223366688494934,2.5232031041350638
9158400.0,106.0,-0.09896552684949711,-2.105217366562556,-2.2825427231537105,3.2222065938003652,2.523073938201378
9244800.0,107.0,-0.10139489098537524,-2.104632264614338,-2.2826123057848235,3.222135777306903,2.5230031237006187
9331200.0,108.0,-0.1038779957798397,-1.7779828925431502,-1.8086707559850765,2.550273369814022,1.9972877121326746
9417600.0,109.0,-0.10617752003918213,-2.0393517124903155,-2.3002604359089673,3.2480134951974833,2.542707341454843
9504000.0,110.0,-0.10869284293812598,-2.099818172178857,-2.303833972114262,3.2504493245023696,2.5450196620777206
9590400.0,111.0,-0.11121207535416033,-2.116277831735715,-2.3031812784975045,3.250430483587479,2.545092683319126
9676800.0,112.0,-0.11368855077080298,-2.1196872247965075,-2.301031242805948,3.2475802272538203,2.542879564616669
9763200.0,113.0,-0.11613287512409443,-2.1094048781424135,-2.284458764774172,3.2240651490365053,2.5244748315535617
9849600.0,114.0,-0.11855516407376854,-2.1182559803160075,-2.300686474327449,3.247001840703888,2.5423943217201668
9936000.0,115.0,-0.12098229159028051,-2.1205797011371033,-2.301140256136023,3.2474430897054845,2.5427425726229558
10022400.0,116.0,-0.12341539347880826,-2.120861444261209,-2.300581928772772,3.246564252587632,2.5420476281888114
10108800.0,117.0,-0.1258561992444811,-2.123057778110706,-2.3035849255675203,3.250712854048288,2.545283258141353
10195200.0,118.0,-0.1283078425262829,-2.123651966925536,-2.303649800253879,3.2506798567856094,2.545250070314978
10281600.0,119.0,-0.13077011100722302,-2.1197917145218526,-2.297772972767234,3.2422408403299414,2.5386370688311217
10368000.0,120.0,-0.1332397184828551,-2.1221840818461715,-2.302528267145135,3.2488796971565534,2.543814834090881
10454400.0,121.0,-0.13572185536622783,-2.11217692566197,-2.287217037121991,3.227035096644613,2.5267156025474833
10540800.0,122.0,-0.13820587048394373,-2.1212397695780965,-2.3037514131810894,3.2503996713257948,2.5449709431049996
10627200.0,123.0,-0.14070335665064704,-2.123390952171121,-2.303905162396404,3.2504233475438014,2.544993560153671
10713600.0,124.0,-0.14320644005147187,-2.121990361536973,-2.300976776216885,3.246195228043689,2.541678445620164
10800000.0,125.0,-0.14571135444475658,-2.123356068263547,-2.3033672621413643,3.2494888894971155,2.544243202690268
10886400.0,126.0,-0.1482198892190354,-2.1241346778460866,-2.3040247880780953,3.250298506668514,2.5448687529333256
10972800.0,127.0,-0.15073130069640683,-2.1239694276355294,-2.303475203873859,3.2494128424150404,2.544166964843498
11059200.0,128.0,-0.153244820380678,-2.1233742589620306,-2.302631872038546,3.2481126746715745,2.5431394233282845
11145600.0,129.0,-0.15576019461650503,-2.123274352804401,-2.3026723033935923,3.24806265672305,2.543089461533782
11232000.0,130.0,-0.1582777182220525,-2.1232884286832814,-2.302717974911502,3.2480169180735174,2.54304372255865
11318400.0,131.0,-0.16079714207035067,-2.123942267453913,-2.303646568547265,3.2492254569588113,2.5439796722139363
11404800.0,132.0,-0.16331855047292265,-2.124142800413665,-2.3036952650554667,3.249186307970376,2.5439404661356093
11491200.0,133.0,-0.16584129110560752,-2.124444652161401,-2.304035959149587,3.249566656229945,2.544228856092559
11577600.0,134.0,-0.16836536678647462,-2.1239526923018275,-2.3031962789045792,3.2482724395304103,2.543207208570493
11664000.0,135.0,-0.17089017038597376,-2.1242812642749413,-2.3038196232710106,3.2490557536639244,2.5438099476868956
11750400.0,136.0,-0.17341637064873794,-2.1235825959793146,-2.302683750641336,3.2473398009742596,2.542458503636226
11836800.0,137.0,-0.17594321159822357,-2.1234559069512216,-2.3027189548301976,3.2472919068923147,2.5424106847704024
11923200.0,138.0,-0.17847092428291944,-2.124478438195638,-2.304242435008746,3.2493473572058065,2.5440096307893327
12009600.0,139.0,-0.18100006858776396,-2.1243592341156727,-2.303706361348304,3.2484832534437373,2.5433260629661163
12096000.0,140.0,-0.1835295757714448,-2.1243780339432305,-2.3037425899556183,3.248440845309233,2.543283691673423
12182400.0,141.0,-0.18605967481516927,-2.12319540780436,-2.302004627725182,3.245878771766911,2.541270079552305
12268800.0,142.0,-0.18858950317962808,-2.1239670639574797,-2.3035159479077265,3.2479272997079534,2.5428622169438313
12355200.0,143.0,-0.1911210451921761,-2.11908045061773,-2.29616316711963,3.237400760759556,2.5346181036557027
12441600.0,144.0,-0.19364996142712698,-2.1228344375354027,-2.3032661009401636,3.2473923061079404,2.5424195597224752
12528000.0,145.0,-0.19619704217848266,-2.014893586477683,-2.1453560072750406,3.0234522868222484,2.3671936571199694
12614400.0,146.0,-0.19868313689903516,-2.0870759194585844,-2.287143271117202,3.224706794720987,2.5244861001247045
12700800.0,147.0,-0.20123257737850508,-2.1035775048653704,-2.288134286112836,3.225240254620985,2.5250104575579826
12787200.0,148.0,-0.20378473065238722,-2.108128454411599,-2.2880612833669147,3.2253267073665484,2.5250968891423327
12873600.0,149.0,-0.20632346480806518,-2.117422928837186,-2.2995978704720983,3.241675133897843,2.5378885202071615
12960000.0,150.0,-0.20885472476766154,-2.1197740051256915,-2.299687094849105,3.2417101514192836,2.5379227972962326
13046400.0,151.0,-0.21137759544581058,-2.1204731141774573,-2.299707851530002,3.241690356799154,2.537902999589278
13132800.0,152.0,-0.21389824548896286,-2.099719809945327,-2.269265508188255,3.198466434197144,2.504075178288076
13219200.0,153.0,-0.21640638614917407,-2.104936502172677,-2.283930078809135,3.219237650382638,2.520286588860472
13305600.0,154.0,-0.2189220469817883,-2.113586312883399,-2.295031056222797,3.234762948542084,2.5324347853565996
13392000.0,155.0,-0.22144551224027964,-2.10676103397509,-2.2820929424833594,3.216330360615757,2.5180180735387694
13478400.0,156.0,-0.22396033483073552,-2.1331508985163055,-2.3225828258200636,3.2736993309436,2.562888202052818
13564800.0,157.0,-0.22648890182017567,-2.1252458547005517,-2.3021317418051694,3.2445058576495285,2.5400799072103837
13651200.0,158.0,-0.2290086154880555,-2.1032265133585497,-2.2724317610045546,3.2024826568476783,2.507178254608334
13737600.0,159.0,-0.23151278080649718,-2.1182670389198393,-2.301896139289056,3.244200493639255,2.5397777584821597
13824000.0,160.0,-0.23402767573088568,-2.129891424307516,-2.313974019057241,3.2610713664726063,2.552994710085841
13910400.0,161.0,-0.23655276220915766,-2.081887639618799,-2.240074836068743,3.156278438937079,2.471009803212837
13996800.0,162.0,-0.23904442013235894,-2.113223835595818,-2.3018166907259,3.243929999019201,2.5395093464057936
