Zeit [s],Q_downhole [lpm]_s,Pint_downhole [MPa]
1920.409,1.126089666,2.038975
1920.609,1.124240605,2.018897
1920.809,1.122535355,2.037431
1921.009,1.120953044,2.042064
1921.209,1.119191116,2.032411
1921.409,1.117572832,2.037431
1921.609,1.116299429,2.048242
1921.809,1.11477716,2.046698
1922.009,1.114318634,2.049787
1922.209,1.112841399,2.048629
1922.409,1.113738843,2.055965
1922.609,1.112618458,2.056351
1922.809,1.114301685,2.05751
1923.009,1.113119627,2.075272
1923.209,1.114698641,2.055193
1923.409,1.114575569,2.072569
1923.609,1.115927306,2.071024
1923.809,1.116788859,2.062529
1924.009,1.11811375,2.047856
1924.209,1.11849292,2.072182
1924.409,1.119988617,2.054421
1924.609,1.120174588,2.064074
1924.809,1.121623847,2.074885
1925.009,1.122002967,2.05249
1925.209,1.12362582,2.072955
1925.409,1.123246789,2.073341
1925.609,1.1253055,2.076044
1925.809,1.124297178,2.065232
1926.009,1.126289021,2.073341
1926.209,1.126274062,2.074499
1926.409,1.127734544,2.064846
1926.609,1.128563297,2.086469
1926.809,1.129745428,2.09535
1927.009,1.130766609,2.070638
1927.209,1.132079185,2.090717
1927.409,1.133195823,2.101528
1927.609,1.134426256,2.078747
1927.809,1.135527077,2.089172
1928.009,1.136812978,2.097281
1928.209,1.137665698,2.10732
1928.409,1.138792846,2.088014
1928.609,1.139620865,2.106934
1928.809,1.140558606,2.114271
1929.009,1.141550254,2.110796
1929.209,1.142094928,2.101528
1929.409,1.142855439,2.113885
1929.609,1.142558414,2.108093
1929.809,1.143247962,2.099598
1930.009,1.142162927,2.110023
1930.209,1.142563735,2.115815
1930.409,1.141290197,2.106548
1930.609,1.141141286,2.116974
1930.809,1.139880127,2.129716
1931.009,1.138946551,2.108093
1931.209,1.137928228,2.120063
1931.409,1.137022949,2.122766
1931.609,1.136208478,2.110409
1931.809,1.135645743,2.116974
1932.009,1.135243257,2.125082
1932.209,1.135149536,2.107706
1932.409,1.135260464,2.132805
1932.609,1.135618126,2.128557
1932.809,1.136387844,2.110409
1933.009,1.137033109,2.142844
1933.209,1.138322522,2.135122
1933.409,1.138220686,2.113112
1933.609,1.140278953,2.133963
1933.809,1.139104797,2.134736
1934.009,1.141364661,2.132419
1934.209,1.140053064,2.141686
1934.409,1.142206565,2.138597
1934.609,1.140403997,2.162923
1934.809,1.141873456,2.130102
1935.009,1.139504354,2.140528
1935.209,1.139899522,2.169101
1935.409,1.137515732,2.130102
1935.609,1.136239884,2.139755
1935.809,1.133694313,2.154042
1936.009,1.131022894,2.144775
1936.209,1.127958677,2.138211
1936.409,1.12468285,2.166012
1936.609,1.122055772,2.159834
1936.809,1.119646596,2.1552
1937.009,1.11807213,2.164854
1937.209,1.117054324,2.164854
1937.409,1.11645458,2.157131
1937.609,1.116257211,2.166784
1937.809,1.116501624,2.16524
1938.009,1.117181132,2.167557
1938.209,1.118499517,2.17219
1938.409,1.120259365,2.173349
1938.609,1.122246576,2.178368
1938.809,1.123975507,2.174121
1939.009,1.126578977,2.174893
1939.209,1.127087092,2.161379
1939.409,1.130864253,2.176051
1939.609,1.129913091,2.171804
1939.809,1.133784178,2.163309
1940.009,1.133554219,2.171418
1940.209,1.136353306,2.190338
1940.409,1.137560107,2.16717
1940.609,1.139597402,2.177596
1940.809,1.140575522,2.187635
1941.009,1.142174722,2.187249
1941.209,1.142058319,2.171804
1941.409,1.143790529,2.185705
1941.609,1.142290339,2.194972
1941.809,1.144120963,2.172576
1942.009,1.141510643,2.204239
1942.209,1.142579007,2.190724
1942.409,1.139561461,2.184932
1942.609,1.139635603,2.200378
1942.809,1.136669626,2.199992
1943.009,1.134868552,2.182616
1943.209,1.131841924,2.20115
1943.409,1.128829442,2.198833
1943.609,1.125124933,2.199605
1943.809,1.121337841,2.20617
1944.009,1.11691151,2.213506
1944.209,1.113197001,2.223932
1944.409,1.109982869,2.204625
1944.609,1.106885505,2.204239
1944.809,1.104477875,2.222773
1945.009,1.102828916,2.209645
1945.209,1.101766796,2.201536
1945.409,1.101263241,2.230496
1945.609,1.101220446,2.196902
1945.809,1.10166961,2.21312
1946.009,1.102756143,2.218912
1946.209,1.10447119,2.214278
1946.409,1.106376016,2.215437
1946.609,1.108819783,2.224704
1946.809,1.111395643,2.222001
1947.009,1.113081325,2.214278
1947.209,1.116196377,2.230496
1947.409,1.117452362,2.233971
1947.609,1.120633719,2.218526
1947.809,1.123080931,2.231654
1948.009,1.125783691,2.24401
1948.209,1.128369043,2.23011
1948.409,1.13103938,2.232426
1948.609,1.133801553,2.238605
1948.809,1.136422931,2.235902
1949.009,1.138757995,2.23011
1949.209,1.140529916,2.24903
1949.409,1.141986881,2.232426
1949.609,1.143128551,2.248644
1949.809,1.14391787,2.252891
1950.009,1.144365139,2.23011
1950.209,1.144462594,2.253664
1950.409,1.144256465,2.241307
1950.609,1.143731618,2.225862
1950.809,1.143013583,2.232813
1951.009,1.142109309,2.246327
1951.209,1.141043938,2.21814
1951.409,1.140086082,2.247099
1951.609,1.139136089,2.247872
1951.809,1.138243457,2.254822
1952.009,1.137625935,2.245941
1952.209,1.137262714,2.250188
1952.409,1.137170414,2.249416
1952.609,1.137344611,2.243238
1952.809,1.137775791,2.260228
1953.009,1.138500667,2.262931
1953.209,1.139674397,2.239763
1953.409,1.141032733,2.263317
1953.609,1.142269908,2.270267
1953.809,1.143339494,2.244396
1954.009,1.144228567,2.261772
1954.209,1.144800034,2.261386
1954.409,1.145042746,2.246713
1954.609,1.144887867,2.263317
1954.809,1.144301237,2.273356
1955.009,1.143225868,2.261
1955.209,1.141618081,2.278762
1955.409,1.13914347,2.274515
1955.609,1.135934965,2.272584
1955.809,1.132096535,2.275287
1956.009,1.127119479,2.270653
1956.209,1.122435276,2.284168
1956.409,1.118113555,2.256367
1956.609,1.113146632,2.273742
1956.809,1.108780623,2.288029
1957.009,1.104699774,2.266792
1957.209,1.100385214,2.27297
1957.409,1.096122753,2.301158
1957.609,1.092346767,2.265634
1957.809,1.08872862,2.271039
1958.009,1.085217731,2.279148
1958.209,1.082342405,2.281851
1958.409,1.079357558,2.267178
1958.609,1.077027625,2.29189
1958.809,1.074689406,2.293049
1959.009,1.072775564,2.284554
1959.209,1.070552987,2.301544
1959.409,1.069235817,2.297682
1959.609,1.066612284,2.289188
1959.809,1.067733721,2.29189
1960.009,1.064149116,2.311197
1960.209,1.06711095,2.286871
1960.409,1.063154302,2.299613
1960.609,1.067131584,2.299999
1960.809,1.063129314,2.304247
1961.009,1.067290659,2.298069
1961.209,1.065196925,2.30193
1961.409,1.068768515,2.298841
1961.609,1.069536677,2.288029
1961.809,1.072543583,2.30386
1962.009,1.075141043,2.293435
1962.209,1.078487451,2.295366
1962.409,1.081989627,2.307722
1962.609,1.085644603,2.320464
1962.809,1.089948943,2.298455
1963.009,1.094597501,2.316217
1963.209,1.09923157,2.315058
1963.409,1.104719116,2.299999
1963.609,1.109686319,2.304247
1963.809,1.114129594,2.31892
1964.009,1.118632672,2.301544
1964.209,1.12244933,2.321236
1964.409,1.125408841,2.317761
1964.609,1.12822044,2.315444
1964.809,1.129697233,2.326642
1965.009,1.131912142,2.320464
1965.209,1.131720766,2.313128
1965.409,1.133429521,2.31892
1965.609,1.13237721,2.319692
1965.809,1.133055441,2.295752
1966.009,1.131516336,2.328959
1966.209,1.131164743,2.322781
1966.409,1.129328809,2.30888
1966.609,1.12793973,2.324325
1966.809,1.125891272,2.323167
1967.009,1.123545572,2.316217
1967.209,1.121159436,2.321622
1967.409,1.118987383,2.319306
1967.609,1.116883732,2.315058
1967.809,1.115929908,2.323553
1968.009,1.113923132,2.331662
1968.209,1.114555426,2.333593
1968.409,1.112520383,2.32085
1968.609,1.114279565,2.339771
1968.809,1.112629518,2.334365
1969.009,1.114460808,2.319306
1969.209,1.113683219,2.332434
1969.409,1.115420525,2.338998
1969.609,1.115355059,2.317375
1969.809,1.116760224,2.349038
1970.009,1.117546755,2.341701
1970.209,1.118637982,2.328573
1970.409,1.119491637,2.348652
1970.609,1.12037549,2.343632
1970.809,1.121415817,2.317375
1971.009,1.12163676,2.348652
1971.209,1.12277869,2.344018
1971.409,1.122299691,2.33089
1971.609,1.12338047,2.350196
1971.809,1.122515583,2.35676
1972.009,1.123036106,2.332434
1972.209,1.122156028,2.348265
1972.409,1.121971779,2.348652
1972.609,1.121128661,2.341315
1972.809,1.120464661,2.351354
1973.009,1.11984073,2.345563
1973.209,1.119001148,2.353671
1973.409,1.118585019,2.346335
1973.609,1.117451305,2.362938
1973.809,1.117661218,2.357146
1974.009,1.116266291,2.338226
1974.209,1.116968473,2.359077
1974.409,1.115350789,2.362166
1974.609,1.116620882,2.342474
1974.809,1.115295909,2.360235
1975.009,1.116974395,2.364097
1975.209,1.115931258,2.347879
1975.409,1.117704742,2.363711
1975.609,1.116707057,2.366027
1975.809,1.118053834,2.355216
1976.009,1.117726428,2.367572
1976.209,1.118804188,2.3668
1976.409,1.119127569,2.355988
1976.609,1.120176287,2.374136
1976.809,1.120169276,2.3668
1977.009,1.121689406,2.370661
1977.209,1.120989444,2.372206
1977.409,1.1227881,2.384948
1977.609,1.121859834,2.373364
1977.809,1.123361703,2.376067
1978.009,1.123531083,2.368344
1978.209,1.1243982,2.373364
1978.409,1.124932768,2.369889
1978.609,1.125550027,2.379928
1978.809,1.125778609,2.384176
1979.009,1.126179275,2.380314
1979.209,1.125879163,2.386492
1979.409,1.126127746,2.379542
1979.609,1.125491254,2.367186
1979.809,1.125336993,2.378384
1980.009,1.124476406,2.379542
1980.209,1.123695743,2.369116
1980.409,1.122523174,2.38572
1980.609,1.121565701,2.389195
1980.809,1.120261709,2.380314
1981.009,1.119053651,2.383403
1981.209,1.117991329,2.389195
1981.409,1.117104296,2.372978
1981.609,1.116048636,2.393057
1981.809,1.116075622,2.385334
1982.009,1.115205588,2.376453
1982.209,1.116382926,2.396146
1982.409,1.115784163,2.399621
1982.609,1.117391026,2.383403
1982.809,1.118005348,2.395759
1983.009,1.119816488,2.40271
1983.209,1.121609223,2.374908
1983.409,1.124155612,2.393057
1983.609,1.126756672,2.401165
1983.809,1.129360109,2.39267
1984.009,1.132088899,2.393057
1984.209,1.134420496,2.405799
1984.409,1.136853988,2.393443
1984.609,1.138171868,2.409274
1984.809,1.140463469,2.400393
1985.009,1.139741882,2.403482
1985.209,1.141970539,2.387265
1985.409,1.140065965,2.407729
1985.609,1.142269707,2.405027
1985.809,1.139911052,2.39769
1986.009,1.140961168,2.410046
1986.209,1.13846349,2.415066
1986.409,1.137555979,2.398076
1986.609,1.135101499,2.405799
1986.809,1.132705887,2.408888
1987.009,1.129668437,2.391898
1987.209,1.126819567,2.40464
1987.409,1.124545419,2.40966
1987.609,1.122798518,2.400779
1987.809,1.121359457,2.415066
1988.009,1.120481569,2.425878
1988.209,1.119962432,2.398848
1988.409,1.120020729,2.413521
1988.609,1.120221764,2.418155
1988.809,1.120955431,2.392284
1989.009,1.122143284,2.410432
1989.209,1.123802681,2.420086
1989.409,1.125761378,2.401938
1989.609,1.127668437,2.425105
1989.809,1.129439918,2.427808
1990.009,1.130882223,2.415452
1990.209,1.132044592,2.430125
1990.409,1.132740138,2.419313
1990.609,1.133266045,2.408502
1990.809,1.133370257,2.420858
1991.009,1.13335189,2.42858
1991.209,1.132934439,2.423561
1991.409,1.132399232,2.419699
1991.609,1.13149965,2.423947
1991.809,1.130956975,2.448273
1992.009,1.129500579,2.415452
1992.209,1.129538175,2.430125
1992.409,1.127904585,2.428967
1992.609,1.127885698,2.412749
1992.809,1.12671864,2.423947
1993.009,1.126186514,2.44364
1993.209,1.125501008,2.425491
1993.409,1.125247284,2.432056
1993.609,1.125070868,2.445184
1993.809,1.125138734,2.424333
1994.009,1.12527018,2.437461
1994.209,1.125749405,2.437848
1994.409,1.125977903,2.420858
1994.609,1.127039935,2.432442
1994.809,1.126992485,2.442867
1995.009,1.128834592,2.423561
1995.209,1.128416594,2.44557
1995.409,1.130647426,2.446342
1995.609,1.130677473,2.444798
1995.809,1.132678714,2.44557
1996.009,1.133957748,2.442481
1996.209,1.135787363,2.438234
1996.409,1.13732703,2.446342
1996.609,1.139139902,2.449045
1996.809,1.140446581,2.43862
1997.009,1.142267089,2.447115
1997.209,1.144011999,2.447115
1997.409,1.145838265,2.458312
1997.609,1.147806452,2.4336
1997.809,1.149355814,2.445956
1998.009,1.150418098,2.454065
1998.209,1.151069684,2.439006
1998.409,1.151313435,2.445184
1998.609,1.151211395,2.468352
1998.809,1.150739802,2.433986
1999.009,1.149819213,2.460243
1999.209,1.148504467,2.459471
1999.409,1.146972052,2.43862
1999.609,1.145276064,2.450976
1999.809,1.143427971,2.459857
2000.009,1.141240865,2.436303
2000.209,1.139253451,2.468352
2000.409,1.137429921,2.463718
2000.609,1.135432114,2.444798
2000.809,1.134059215,2.471827
2001.009,1.132402406,2.466807
2001.209,1.132274331,2.446729
2001.409,1.130928915,2.466421
2001.609,1.131312917,2.464104
2001.809,1.130642164,2.444798
2002.009,1.131436324,2.471441
2002.209,1.131962917,2.466035
2002.409,1.13310029,2.453679
2002.609,1.134570811,2.466807
2002.809,1.136190795,2.466421
2003.009,1.137808923,2.442095
2003.209,1.139324206,2.462174
2003.409,1.140550355,2.462946
2003.609,1.141999754,2.454451
2003.809,1.143188009,2.466421
2004.009,1.144194547,2.477233
2004.209,1.144586494,2.454065
2004.409,1.145052964,2.469896
2004.609,1.14464771,2.478005
2004.809,1.144486289,2.480708
2005.009,1.143422719,2.464877
2005.209,1.142901148,2.478005
2005.409,1.141215913,2.484183
2005.609,1.140444758,2.470669
2005.809,1.138417922,2.491134
2006.009,1.137447274,2.483797
2006.209,1.135219598,2.47955
2006.409,1.133771499,2.483797
2006.609,1.13184429,2.482253
2006.809,1.130816266,2.476461
2007.009,1.128934237,2.493064
2007.209,1.128306196,2.483797
2007.409,1.12644097,2.485342
2007.609,1.126837839,2.488431
2007.809,1.125161328,2.496153
2008.009,1.125619521,2.485728
2008.209,1.124659582,2.488817
2008.409,1.125455645,2.486114
2008.609,1.124949243,2.48148
2008.809,1.125658506,2.482253
2009.009,1.12485427,2.492292
2009.209,1.125557349,2.486886
2009.409,1.124357827,2.478777
2009.609,1.124744912,2.503876
2009.809,1.122751846,2.488045
2010.009,1.123446575,2.479936
2010.209,1.12079038,2.493836
2010.409,1.120653666,2.499242
2010.609,1.117830739,2.479164
2010.809,1.116304566,2.504262
2011.009,1.113443022,2.500401
2011.209,1.110215282,2.494609
2011.409,1.10646153,2.502331
2011.609,1.102644854,2.504262
2011.809,1.099273196,2.487272
2012.009,1.095736527,2.502331
2012.209,1.091727519,2.501173
2012.409,1.088824229,2.494609
2012.609,1.086662333,2.505806
2012.809,1.085068913,2.51739
2013.009,1.083948598,2.508509
2013.209,1.083541771,2.506193
2013.409,1.083683821,2.51546
2013.609,1.084479756,2.501173
2013.809,1.086055894,2.498084
2014.009,1.087777904,2.504262
2014.209,1.090325432,2.503876
2014.409,1.093007653,2.512371
2014.609,1.095870691,2.511985
2014.809,1.099082959,2.50542
2015.009,1.102423251,2.519707
2015.209,1.105309926,2.50349
2015.409,1.10751113,2.503104
2015.609,1.109669185,2.502717
2015.809,1.110312367,2.511212
2016.009,1.112381669,2.500015
2016.209,1.111397619,2.518163
2016.409,1.112868343,2.518163
2016.609,1.111418549,2.497698
2016.809,1.111806907,2.513529
2017.009,1.110310615,2.518163
2017.209,1.10948773,2.49345
2017.409,1.107952038,2.516232
2017.609,1.106425741,2.517004
2017.809,1.104899458,2.503104
2018.009,1.10359235,2.51739
2018.209,1.102183634,2.521252
2018.409,1.100665616,2.511598
2018.609,1.099622715,2.514687
2018.809,1.098937479,2.51739
2019.009,1.098430155,2.498084
2019.209,1.098341797,2.526271
2019.409,1.09849279,2.517777
2019.609,1.098970803,2.500401
2019.809,1.099759176,2.52241
2020.009,1.100800682,2.532836
2020.209,1.101848265,2.502717
2020.409,1.103292255,2.525113
2020.609,1.105047659,2.521252
2020.809,1.106894926,2.510054
2021.009,1.108661126,2.520479
2021.209,1.110499664,2.531677
2021.409,1.112048589,2.512371
2021.609,1.113247512,2.537855
2021.809,1.114212484,2.531291
2022.009,1.114769058,2.514301
2022.209,1.115091147,2.533994
2022.409,1.115019772,2.532836
2022.609,1.114753503,2.506193
2022.809,1.114041331,2.518935
2023.009,1.113224093,2.533222
2023.209,1.112065198,2.523955
2023.409,1.110595259,2.530905
2023.609,1.108887986,2.529747
2023.809,1.107293177,2.532449
2024.009,1.105856727,2.521638
2024.209,1.104241843,2.529747
2024.409,1.10294408,2.536697
2024.609,1.10185736,2.527816
2024.809,1.101434151,2.535538
2025.009,1.100915698,2.552142
2025.209,1.100995518,2.525499
2025.409,1.101095842,2.537469
2025.609,1.101678459,2.544419
2025.809,1.102372391,2.529747
2026.009,1.103325148,2.529747
2026.209,1.104554982,2.547895
2026.409,1.106070346,2.538241
2026.609,1.107402415,2.551756
2026.809,1.109222521,2.547895
2027.009,1.110814022,2.538241
2027.209,1.112701266,2.550598
2027.409,1.114490599,2.552142
2027.609,1.116631005,2.536311
2027.809,1.118447097,2.545192
2028.009,1.12081232,2.559092
2028.209,1.123179814,2.540172
2028.409,1.125239057,2.548281
2028.609,1.127586507,2.557548
2028.809,1.129996894,2.550211
2029.009,1.131973719,2.536697
2029.209,1.134179449,2.561023
2029.409,1.136209358,2.542875
2029.609,1.138078674,2.548667
2029.809,1.139519633,2.5533
2030.009,1.140502976,2.538241
2030.209,1.141243684,2.545192
2030.409,1.141541871,2.560251
2030.609,1.141606747,2.533994
2030.809,1.141230303,2.54635
2031.009,1.140592733,2.549825
2031.209,1.13949686,2.533994
2031.409,1.138235026,2.540172
2031.609,1.136544313,2.559092
2031.809,1.134655465,2.537083
2032.009,1.132642391,2.555231
2032.209,1.130357217,2.562181
2032.409,1.127766408,2.533608
2032.609,1.12582313,2.55137
2032.809,1.123502603,2.554845
2033.009,1.122365046,2.535152
2033.209,1.119841315,2.557162
2033.409,1.120303139,2.559092
2033.609,1.117066115,2.533994
2033.809,1.119056839,2.567973
2034.009,1.115488769,2.560251
2034.209,1.117985156,2.539014
2034.409,1.114217886,2.561795
2034.609,1.117147779,2.561795
2034.809,1.11328054,2.537855
2035.009,1.117760622,2.565657
2035.209,1.113529455,2.561795
2035.409,1.118543532,2.550598
2035.609,1.114551811,2.558706
2035.809,1.119177264,2.565271
2036.009,1.116129037,2.550984
2036.209,1.120144328,2.555617
2036.409,1.117782513,2.557548
2036.609,1.120587545,2.548667
2036.809,1.120390607,2.556003
2037.009,1.121940814,2.566043
2037.209,1.122485209,2.579557
2037.409,1.123602538,2.553687
2037.609,1.124346775,2.576468
2037.809,1.125183378,2.570676
2038.009,1.125655218,2.555617
2038.209,1.126556017,2.565271
2038.409,1.126509752,2.574538
2038.609,1.127579442,2.554073
2038.809,1.127138476,2.58226
2039.009,1.128124622,2.576468
2039.209,1.127899226,2.56836
2039.409,1.128765692,2.57531
2039.609,1.128814297,2.577627
2039.809,1.129514511,2.561409
2040.009,1.130011,2.576468
2040.209,1.130568119,2.572607
2040.409,1.131320506,2.574538
2040.609,1.131875834,2.574924
2040.809,1.13298294,2.581488
2041.009,1.133003,2.583032
2041.209,1.134681747,2.574924
2041.409,1.134022708,2.587666
2041.609,1.136466033,2.569904
2041.809,1.134919538,2.574538
2042.009,1.137718102,2.576082
2042.209,1.135545806,2.579557
2042.409,1.139734768,2.567201
2042.609,1.135528509,2.598092
2042.809,1.140115492,2.564884
2043.009,1.134689323,2.569132
2043.209,1.139254018,2.595003
2043.409,1.133516866,2.563726
2043.609,1.139227317,2.56334
2043.809,1.132827287,2.595003
2044.009,1.138967102,2.565657
2044.209,1.131902139,2.581102
2044.409,1.137483564,2.590369
2044.609,1.130881302,2.566815
2044.809,1.135287355,2.584577
2045.009,1.130273442,2.586508
2045.209,1.133579883,2.56334
2045.409,1.129690437,2.581488
2045.609,1.130868692,2.589211
2045.809,1.128625837,2.569518
2046.009,1.127890128,2.595389
2046.209,1.126320867,2.583805
2046.409,1.125488494,2.55832
2046.609,1.124120598,2.586508
2046.809,1.123652484,2.584191
2047.009,1.121780576,2.560637
2047.209,1.122418141,2.590369
2047.409,1.120051223,2.583805
2047.609,1.121320395,2.579943
2047.809,1.1186477,2.586894
2048.009,1.119684566,2.586508
2048.209,1.117317411,2.572221
2048.409,1.118021004,2.593458
2048.609,1.115925061,2.581102
2048.809,1.115802114,2.584963
2049.009,1.113632788,2.58033
2049.209,1.113848309,2.596933
2049.409,1.111029957,2.579943
2049.609,1.111404875,2.577241
2049.809,1.108614744,2.600408
2050.009,1.107918865,2.59925
2050.209,1.105528563,2.578399
2050.409,1.103504073,2.592686
2050.609,1.10137835,2.600794
2050.809,1.099520283,2.583032
2051.009,1.097526938,2.595389
2051.209,1.095981317,2.597319
2051.409,1.094333333,2.590755
2051.609,1.092911738,2.596161
2051.809,1.091908154,2.599636
2052.009,1.09130607,2.582646
2052.209,1.091061317,2.60427
2052.409,1.091071509,2.59925
2052.609,1.091433022,2.601181
2052.809,1.092033247,2.597705
2053.009,1.092745069,2.612764
2053.209,1.093634544,2.599636
2053.409,1.094811137,2.60427
2053.609,1.095715203,2.600794
2053.809,1.097170206,2.596547
2054.009,1.09784926,2.59423
2054.209,1.099831113,2.598864
2054.409,1.099343351,2.598478
2054.609,1.102258349,2.608903
2054.809,1.100228634,2.608903
2055.009,1.103737642,2.597705
2055.209,1.101876902,2.59925
2055.409,1.105393116,2.597705
2055.609,1.102902477,2.595389
2055.809,1.106622291,2.595389
2056.009,1.103990167,2.603497
2056.209,1.107199528,2.583032
2056.409,1.105314737,2.61122
2056.609,1.107775686,2.605814
2056.809,1.106052226,2.589983
2057.009,1.10780518,2.605042
2057.209,1.105957476,2.609289
2057.409,1.106791788,2.588438
2057.609,1.105097805,2.609675
2057.809,1.104514756,2.610448
2058.009,1.102863899,2.598864
2058.209,1.101177451,2.606586
2058.409,1.099519096,2.612378
2058.609,1.097872689,2.602725
2058.809,1.096727939,2.608903
2059.009,1.094898221,2.605814
2059.209,1.09508486,2.60427
2059.409,1.092844032,2.612378
2059.609,1.094186108,2.620101
2059.809,1.092120348,2.620487
2060.009,1.094398222,2.612378
2060.209,1.092268394,2.622418
2060.409,1.094552714,2.608903
2060.609,1.093248103,2.6062
2060.809,1.095692753,2.626665
2061.009,1.095938509,2.613923
2061.209,1.098291789,2.610062
2061.409,1.099679867,2.634002
2061.609,1.102109988,2.613923
2061.809,1.104532832,2.62319
2062.009,1.106760953,2.624735
2062.209,1.109511093,2.613923
2062.409,1.112193292,2.601181
2062.609,1.115056862,2.629368
2062.809,1.117574204,2.604656
2063.009,1.119397149,2.615467
2063.209,1.121206548,2.631685
2063.409,1.122461998,2.603497
2063.609,1.123200962,2.613923
2063.809,1.123559899,2.630913
2064.009,1.123586681,2.595389
2064.209,1.123260548,2.613151
2064.409,1.122625845,2.619329
2064.609,1.121641026,2.59925
2064.809,1.120591515,2.616626
2065.009,1.119436374,2.620873
2065.209,1.118079271,2.608903
2065.409,1.116826447,2.615081
2065.609,1.115773969,2.615081
2065.809,1.115281255,2.598478
2066.009,1.115255438,2.627437
2066.209,1.115621975,2.620487
2066.409,1.116389152,2.603111
2066.609,1.117869862,2.623576
2066.809,1.1201411,2.634002
2067.009,1.12311728,2.612764
2067.209,1.12693434,2.624735
2067.409,1.130900493,2.621645
2067.609,1.135325704,2.619329
2067.809,1.1400823,2.620487
2068.009,1.144480895,2.637091
2068.209,1.14936935,2.621645
2068.409,1.154672532,2.635546
2068.609,1.159860988,2.633229
2068.809,1.165449673,2.617784
2069.009,1.170974708,2.632457
2069.209,1.177524176,2.63516
2069.409,1.184676468,2.613151
2069.609,1.19193349,2.609289
2069.809,1.1994543,2.633616
2070.009,1.210243592,2.61817
2070.209,1.226802877,2.624735
2070.409,1.244751309,2.627051
2070.609,1.321183769,2.625507
2070.809,1.389599121,2.637091
2071.009,1.439090137,2.640952
2071.209,1.606866993,2.682654
2071.409,1.672210245,2.691535
2071.609,1.716478077,2.666437
2071.809,1.787344548,2.669526
2072.009,1.916457242,2.723584
2072.209,1.948592833,2.670684
2072.409,1.972871647,2.68806
2072.609,1.988667549,2.739029
2072.809,1.997887703,2.75988
2073.009,2.006496687,2.74791
2073.209,2.014310272,2.747138
2073.409,2.023320072,2.6591
2073.609,2.032578403,2.72397
2073.809,2.03908641,2.760266
2074.009,2.044879462,2.721267
2074.209,2.049880258,2.74791
2074.409,2.053409948,2.688446
2074.609,2.057022953,2.666823
2074.809,2.057902635,2.67802
2075.009,2.061217102,2.689604
2075.209,2.059932064,2.712
2075.409,2.062433787,2.774553
2075.609,2.060665702,2.713544
2075.809,2.062419139,2.697327
2076.009,2.06070463,2.697327
2076.209,2.061402265,2.796949
2076.409,2.059608838,2.791543
2076.609,2.059713723,2.712
2076.809,2.057844441,2.69308
2077.009,2.057898478,2.729376
2077.209,2.056176155,2.802354
2077.409,2.05554604,2.804671
2077.609,2.054104086,2.698485
2077.809,2.053616914,2.698485
2078.009,2.052340767,2.737484
2078.209,2.05180726,2.801196
2078.409,2.050636178,2.819344
2078.609,2.050511204,2.703505
2078.809,2.049559406,2.710455
2079.009,2.049558222,2.756791
2079.209,2.049078659,2.803127
2079.409,2.048950446,2.819344
2079.609,2.049126785,2.702733
2079.809,2.049025974,2.788068
2080.009,2.049839423,2.781889
2080.209,2.049799924,2.802354
2080.409,2.05100947,2.820889
2080.609,2.051557109,2.695396
2080.809,2.053050373,2.812008
2081.009,2.054223674,2.789226
2081.209,2.055804291,2.801968
2081.409,2.057570527,2.813938
2081.609,2.059805762,2.711228
2081.809,2.061839892,2.831314
2082.009,2.06370917,2.809691
2082.209,2.065664191,2.799651
2082.409,2.067639461,2.787295
2082.609,2.069922589,2.724356
2082.809,2.071628875,2.845601
2083.009,2.073455746,2.830156
2083.209,2.074913033,2.796949
2083.409,2.076830502,2.770692
2083.609,2.078005908,2.74289
2083.809,2.080111498,2.857185
2084.009,2.080087908,2.840581
2084.209,2.082612376,2.777256
2084.409,2.081859392,2.78382
2084.609,2.085202055,2.777642
2084.809,2.082838025,2.860274
2085.009,2.086736033,2.859502
2085.209,2.082813852,2.763741
2085.409,2.087336975,2.808919
2085.609,2.082443798,2.797335
2085.809,2.086961737,2.858343
2086.009,2.081992523,2.876877
2086.209,2.08708153,2.757563
2086.409,2.082672058,2.832086
2086.609,2.087074465,2.815097
2086.809,2.083031814,2.861432
2087.009,2.086463331,2.768761
2087.209,2.083438162,2.749455
2087.409,2.085847901,2.839809
2087.609,2.083697075,2.834017
2087.809,2.084588325,2.849462
2088.009,2.083622317,2.779959
2088.209,2.083573518,2.75293
2088.409,2.083575985,2.873402
2088.609,2.082620359,2.849462
2088.809,2.083563062,2.845215
2089.009,2.081984348,2.801968
2089.209,2.0841202,2.75988
2089.409,2.081744916,2.89155
2089.609,2.084018463,2.869155
2089.809,2.081357457,2.844056
2090.009,2.084234048,2.806602
2090.209,2.081738837,2.787681
2090.409,2.084406818,2.895798
2090.609,2.081488841,2.823978
2090.809,2.083435066,2.823205
2091.009,2.080970304,2.821275
2091.209,2.082000892,2.806216
2091.409,2.080152432,2.905451
2091.609,2.079917336,2.805829
2091.809,2.078524875,2.813552
2092.009,2.077822596,2.844829
2092.209,2.076466922,2.819344
2092.409,2.075378657,2.912788
2092.609,2.073979076,2.797335
2092.809,2.072997537,2.809691
2093.009,2.071524742,2.856413
2093.209,2.070636503,2.85371
2093.409,2.068569597,2.901976
2093.609,2.068970716,2.803127
2093.809,2.066075714,2.791157
2094.009,2.067873979,2.87263
2094.209,2.063896804,2.923213
2094.409,2.0661988,2.895026
2094.609,2.06214608,2.818572
2094.809,2.065494928,2.79077
