Zeit [s],Q_uphole [lpm],Q_downhole [lpm],Pint_uphole [MPa],Pint_downhole [MPa],Ppacker_uphole [MPa],Pi_obs [MPa]
0.209,0.006731,9.541566,-0.027223,0.080524,0.000746,0.03718
0.409,0.006731,9.563387,-0.027995,0.08091,0.000746,0.037142
0.609,0.006731,9.620351,-0.027995,0.08091,0.001518,0.037142
0.809,0.006731,9.541759,-0.027223,0.082455,-0.000027,0.03718
1.009,0.006731,9.526698,-0.027995,0.082068,0.000746,0.037142
1.209,0.006731,9.541373,-0.027223,0.083613,0.000746,0.037142
1.409,0.006731,9.542146,-0.019501,0.080524,0.000746,0.037142
1.609,0.006538,9.614558,-0.027995,0.081682,0.000746,0.03718
1.809,0.006538,9.633482,-0.027223,0.080524,0.000746,0.037142
2.009,0.006731,9.52496,-0.027223,0.083613,0.000746,0.037142
2.209,0.006538,9.540987,-0.027995,0.081682,0.001518,0.037103
2.409,0.006538,9.542146,-0.028767,0.082455,-0.000027,0.03718
2.609,0.006538,9.536739,-0.027995,0.082068,0.000746,0.03718
2.809,0.006731,9.541566,-0.027223,0.083227,0.00229,0.037103
3.009,0.006538,9.561842,-0.027223,0.080138,-0.000027,0.037103
3.209,0.006538,9.634834,-0.027995,0.083227,-0.000027,0.03718
3.409,0.006538,9.63522,-0.024134,0.081296,0.000746,0.037142
3.609,0.006538,9.562614,-0.027995,0.082841,0.000746,0.037142
3.809,0.006538,9.544077,-0.027223,0.081682,0.000746,0.03718
4.009,0.006538,9.542339,-0.027995,0.081682,0.001518,0.037103
4.209,0.006538,9.540022,-0.027995,0.082068,-0.000027,0.037142
4.409,0.006538,9.542146,-0.037262,0.081682,0.00229,0.037103
4.609,0.006538,9.531911,-0.027995,0.082455,0.000746,0.03718
4.809,0.006538,9.541566,-0.027995,0.083227,0.001518,0.037142
5.009,0.006538,9.585593,-0.027995,0.082455,0.000746,0.03718
5.209,0.006538,9.539056,-0.027223,0.083613,0.00229,0.037064
5.409,0.006345,9.541953,-0.02954,0.082068,0.001518,0.037142
5.609,0.006538,9.529787,-0.027223,0.079752,0.001518,0.037103
5.809,0.006345,9.541373,-0.027223,0.080138,0.000746,0.037103
6.009,0.006345,9.556628,-0.027223,0.081682,0.00229,0.037103
6.209,0.006345,9.538477,-0.027995,0.082068,0.000746,0.037103
6.409,0.006345,9.541759,-0.027223,0.08091,0.001518,0.037142
6.609,0.006345,9.527277,-0.027995,0.081682,0.001518,0.037142
6.809,0.006345,9.54118,-0.027223,0.082068,0.000746,0.037142
7.009,0.006345,9.542146,-0.017956,0.081682,0.00229,0.037142
7.209,0.006345,9.554504,-0.027995,0.08091,0.001518,0.037142
7.409,0.006345,9.543304,-0.027223,0.081296,0.00229,0.037142
7.609,0.006345,9.538284,-0.027995,0.082841,0.000746,0.037103
7.809,0.006345,9.629813,-0.027223,0.082068,0.003835,0.037103
8.009,0.006152,9.636378,-0.039579,0.081296,0.003062,0.037026
8.209,0.006345,9.53616,-0.027223,0.081682,0.001518,0.037142
8.409,0.006152,9.635992,-0.027995,0.082841,0.00229,0.037103
8.609,0.006345,9.578255,-0.027995,0.08091,0.00229,0.03718
8.809,0.006345,9.547553,-0.027223,0.082068,0.00229,0.037142
9.009,0.006152,9.542146,-0.026451,0.082841,0.003062,0.037142
9.209,0.006152,9.458533,-0.027995,0.081682,0.003062,0.037142
9.409,0.006345,9.541759,-0.027223,0.081296,0.00229,0.037142
9.609,0.006152,9.539056,-0.027995,0.082455,0.00229,0.037103
9.809,0.006152,9.625758,-0.027223,0.081682,0.001518,0.03718
10.009,0.006152,9.541953,-0.034945,0.082841,0.001518,0.037142
10.209,0.006152,9.533263,-0.027223,0.080524,0.003062,0.037142
10.409,0.006152,9.541759,-0.027995,0.082841,0.003062,0.037103
10.609,0.006152,9.582697,-0.027995,0.082068,0.003835,0.037064
10.809,0.006152,9.539635,-0.027223,0.083227,0.003835,0.037142
11.009,0.006152,9.542146,-0.031084,0.082068,0.003062,0.03718
11.209,0.006152,9.52998,-0.027223,0.08091,0.003062,0.037103
11.409,0.006152,9.544656,-0.027223,0.08091,0.003062,0.037142
11.609,0.006152,9.561263,-0.027995,0.080138,0.003835,0.037142
11.809,0.005959,9.53867,-0.027223,0.083227,0.003062,0.037103
12.009,0.006152,9.542146,-0.027223,0.081682,0.003062,0.037142
12.209,0.005959,9.52747,-0.027223,0.08091,0.003062,0.037064
12.409,0.006152,9.54118,-0.027223,0.081296,0.00229,0.037064
12.609,0.006152,9.542339,-0.024134,0.081296,0.003835,0.037103
12.809,0.005959,9.537897,-0.027995,0.080524,0.00229,0.037219
13.009,0.005959,9.634834,-0.027223,0.077821,0.003835,0.037064
13.209,0.005959,9.55547,-0.027223,0.078593,0.003835,0.037142
13.409,0.005959,9.63522,-0.027995,0.079752,0.003835,0.03718
13.609,0.005959,9.542339,-0.038806,0.081682,0.003835,0.037064
13.809,0.005959,9.556628,-0.027223,0.082841,0.003835,0.037064
14.009,0.005959,9.541953,-0.028767,0.082841,0.003062,0.037026
14.209,0.005959,9.577869,-0.027995,0.080138,0.003835,0.037142
14.409,0.005959,9.540601,-0.027223,0.081682,0.003062,0.037103
14.609,0.005959,9.552959,-0.027995,0.081296,0.004607,0.037064
14.809,0.005959,9.535001,-0.027223,0.08091,0.005379,0.037142
15.009,0.005959,9.541759,-0.027995,0.082841,0.004607,0.037026
15.209,0.005766,9.542725,-0.027223,0.081296,0.004607,0.037103
15.409,0.005959,9.540022,-0.027223,0.080524,0.004607,0.037103
15.609,0.005959,9.542146,-0.016412,0.082455,0.005379,0.037064
15.809,0.005959,9.533649,-0.027995,0.082841,0.004607,0.037064
16.009,0.005959,9.633096,-0.027223,0.082068,0.003835,0.037064
16.209,0.005959,9.541566,-0.027995,0.080524,0.004607,0.037064
16.409,0.005959,9.539635,-0.027223,0.081682,0.006151,0.037064
16.609,0.005959,9.635413,-0.032629,0.079752,0.006151,0.037064
16.809,0.005766,9.625565,-0.027995,0.081682,0.004607,0.037064
17.009,0.005959,9.635606,-0.027223,0.082841,0.006151,0.037064
17.209,0.005959,9.658971,-0.027995,0.081682,0.006151,0.037142
17.409,0.005959,9.539056,-0.027223,0.082841,0.003835,0.037064
17.609,0.005766,9.542146,-0.025679,0.082841,0.003835,0.037064
17.809,0.005959,9.527663,-0.027223,0.081682,0.004607,0.037064
18.009,0.005766,9.541373,-0.027223,0.080524,0.003835,0.037026
18.209,0.005766,9.535967,-0.025679,0.080524,0.005379,0.037103
18.409,0.005766,9.537897,-0.027223,0.082068,0.005379,0.037142
18.609,0.005766,9.636185,-0.018728,0.079366,0.005379,0.037064
18.809,0.005766,9.618806,-0.027995,0.082068,0.004607,0.037064
19.009,0.005766,9.540987,-0.027995,0.080138,0.006923,0.037103
19.209,0.005766,9.642171,-0.018728,0.079752,0.006151,0.037026
19.409,0.005766,9.537125,-0.027223,0.081296,0.006923,0.036987
19.609,0.005766,9.541759,-0.030312,0.081296,0.005379,0.037103
19.809,0.005766,9.613207,-0.027223,0.081296,0.004607,0.036987
20.009,0.005766,9.540794,-0.027223,0.080138,0.006923,0.037064
20.209,0.005766,9.556821,-0.02954,0.080524,0.006151,0.036987
20.409,0.005766,9.535967,-0.027223,0.080138,0.006151,0.037026
20.609,0.005766,9.541953,-0.027223,0.081682,0.004607,0.037026
20.809,0.005766,9.546587,-0.027995,0.078593,0.005379,0.037103
21.009,0.005766,9.634254,-0.027995,0.081682,0.006923,0.037064
21.209,0.005766,9.542146,-0.016412,0.079366,0.005379,0.037064
21.409,0.005573,9.626724,-0.027995,0.08091,0.007696,0.036987
21.609,0.005766,9.633096,-0.027223,0.079366,0.006923,0.037103
21.809,0.005766,9.629041,-0.027223,0.080524,0.006923,0.037026
22.009,0.005766,9.633482,-0.027995,0.079366,0.006923,0.036987
22.209,0.005766,9.542146,-0.038034,0.080524,0.006151,0.037026
22.409,0.005573,9.53056,-0.027223,0.082455,0.007696,0.036987
22.609,0.005573,9.541373,-0.025679,0.083227,0.006923,0.036987
22.809,0.005573,9.578062,-0.02259,0.081296,0.007696,0.037026
23.009,0.005573,9.53867,-0.024906,0.081682,0.004607,0.037026
23.209,0.005573,9.542146,-0.016412,0.081682,0.007696,0.037026
23.409,0.005766,9.528436,-0.027223,0.080524,0.006151,0.037026
23.609,0.005573,9.54118,-0.024906,0.078979,0.007696,0.036987
23.809,0.005573,9.533649,-0.017184,0.080524,0.006923,0.036987
24.009,0.005573,9.538091,-0.024134,0.081296,0.006923,0.036987
24.209,0.315112,9.541953,-0.031084,0.08091,0.030863,0.037026
24.409,1.249523,9.526698,-0.024906,0.08091,0.02314,0.036987
24.609,1.663722,9.540987,-0.024906,0.08091,0.032407,0.037064
24.809,1.701377,9.578642,-0.025679,0.08091,0.034724,0.037064
25.009,1.661984,9.536546,-0.024906,0.079752,0.037813,0.036987
25.209,1.553848,9.541953,-0.030312,0.078207,0.040129,0.037026
25.409,1.317301,9.530174,-0.024134,0.079366,0.04399,0.037026
25.609,1.392803,9.540601,-0.024134,0.080138,0.047079,0.037026
25.809,1.288529,9.564545,-0.024906,0.081682,0.050168,0.036987
26.009,1.179041,9.53558,-0.026451,0.081296,0.052485,0.037064
26.209,1.085774,9.635992,-0.024134,0.080524,0.054029,0.037064
26.409,0.937666,9.527856,-0.024906,0.082068,0.057891,0.037026
26.609,0.77469,9.634254,-0.025679,0.080138,0.060207,0.037026
26.809,0.665782,9.542918,-0.014095,0.080138,0.06098,0.037064
27.009,0.597038,9.533842,-0.024906,0.08091,0.062524,0.037026
27.209,0.443137,9.541566,-0.024906,0.079752,0.06098,0.037026
27.409,0.522888,9.530946,-0.024134,0.082841,0.062524,0.036987
27.609,0.461289,9.539635,-0.024906,0.082068,0.062524,0.036987
27.809,0.429427,9.542146,-0.034945,0.082455,0.063296,0.036987
28.009,0.250423,9.530946,-0.024906,0.081296,0.065613,0.037026
28.209,0.273982,9.544463,-0.025679,0.083227,0.065613,0.036948
28.409,0.003642,9.592352,-0.025679,0.080524,0.066385,0.036987
28.609,0.004028,9.538863,-0.024906,0.081296,0.065613,0.036948
28.809,0.003835,9.542146,-0.027223,0.080524,0.066385,0.037026
29.009,0.003835,9.535194,-0.025679,0.080138,0.06793,0.037026
29.209,0.003835,9.631165,-0.025679,0.078979,0.066385,0.036987
29.409,0.003835,9.546201,-0.025679,0.082068,0.068702,0.036987
29.609,0.003835,9.538091,-0.025679,0.082068,0.067157,0.037026
29.809,0.003835,9.542146,-0.027995,0.081682,0.06793,0.036987
30.009,0.003642,9.565125,-0.025679,0.079752,0.066385,0.036987
30.209,0.003835,9.54118,-0.024906,0.08091,0.066385,0.037026
30.409,0.003835,9.573042,-0.026451,0.082068,0.066385,0.036987
30.609,0.003835,9.537318,-0.025679,0.082455,0.066385,0.036987
30.809,0.003835,9.541953,-0.031856,0.082455,0.064068,0.036987
31.009,0.003835,9.53056,-0.024906,0.081296,0.065613,0.036987
31.209,0.003835,9.546587,-0.024906,0.080138,0.065613,0.036987
31.409,0.003642,9.570918,-0.025679,0.081682,0.064841,0.036948
31.609,0.003642,9.53558,-0.025679,0.081682,0.066385,0.036987
31.809,0.003642,9.543884,-0.025679,0.083227,0.066385,0.036987
32.009,0.003642,9.5798,-0.024906,0.081296,0.065613,0.036987
32.209,0.003642,9.540408,-0.024906,0.081296,0.066385,0.037026
32.409,0.003642,9.636572,-0.023362,0.080524,0.066385,0.036987
32.609,0.003642,9.616103,-0.024906,0.079366,0.066385,0.036987
32.809,0.003642,9.541759,-0.024906,0.077049,0.06793,0.03691
33.009,0.003642,9.525346,-0.024906,0.080524,0.067157,0.03691
33.209,0.003642,9.539829,-0.024906,0.078979,0.067157,0.036948
33.409,0.003642,9.542146,-0.033401,0.079366,0.06793,0.036987
33.609,0.003642,9.537318,-0.025679,0.078979,0.06793,0.036948
33.809,0.003642,9.541566,-0.024906,0.081682,0.067157,0.037026
34.009,0.003642,9.5742,-0.025679,0.080138,0.068702,0.036948
34.209,0.003642,9.539442,-0.025679,0.080138,0.068702,0.036948
34.409,0.003449,9.542146,-0.027995,0.078207,0.069474,0.036948
34.609,0.003642,9.535194,-0.025679,0.078979,0.068702,0.036948
34.809,0.003642,9.541373,-0.024906,0.080138,0.06793,0.036948
35.009,0.003642,9.549484,-0.025679,0.079366,0.06793,0.03691
35.209,0.003642,9.538284,-0.024906,0.078593,0.06793,0.036987
35.409,0.003642,9.635027,-0.014095,0.079752,0.069474,0.036948
35.609,0.003642,9.534035,-0.024906,0.079752,0.068702,0.036987
35.809,0.003642,9.54118,-0.025679,0.078207,0.06793,0.036987
36.009,0.003642,9.534422,-0.024906,0.08091,0.068702,0.036987
36.209,0.003642,9.539829,-0.025679,0.080524,0.068702,0.037026
36.409,0.003642,9.541953,-0.032629,0.081682,0.067157,0.036948
36.609,0.003449,9.532105,-0.024906,0.081682,0.06793,0.036987
36.809,0.003449,9.540987,-0.025679,0.082841,0.068702,0.03691
37.009,0.003642,9.575938,-0.025679,0.080524,0.06793,0.036948
37.209,0.003642,9.550642,-0.024906,0.080524,0.06793,0.03691
37.409,0.003642,9.636185,-0.024134,0.082068,0.067157,0.036948
37.609,0.003449,9.528436,-0.025679,0.082455,0.06793,0.03691
37.809,0.003449,9.627882,-0.024906,0.08091,0.067157,0.036948
38.009,0.003642,9.543111,-0.024134,0.08091,0.06793,0.036948
38.209,0.003449,9.538091,-0.025679,0.081296,0.068702,0.036948
38.409,0.003449,9.541759,-0.025679,0.077049,0.067157,0.036948
38.609,0.003449,9.525539,-0.024906,0.080524,0.06793,0.03691
38.809,0.003449,9.539635,-0.024906,0.080138,0.067157,0.036871
39.009,0.003449,9.542146,-0.028767,0.081682,0.068702,0.036948
39.209,0.003449,9.536739,-0.024906,0.080524,0.066385,0.036871
39.409,0.003449,9.541566,-0.025679,0.082455,0.068702,0.036948
39.609,0.003449,9.566476,-0.025679,0.08091,0.06793,0.036948
39.809,0.003449,9.540601,-0.025679,0.082068,0.06793,0.036948
40.009,0.003449,9.542146,-0.020273,0.082068,0.066385,0.036871
40.209,0.003449,9.535387,-0.025679,0.081682,0.067157,0.03691
40.409,0.003449,9.541373,-0.024906,0.081296,0.06793,0.03691
40.609,0.003449,9.532684,-0.025679,0.081682,0.069474,0.036871
40.809,0.003449,9.540215,-0.024906,0.08091,0.06793,0.036871
41.009,1.011237,9.542339,-0.018728,0.080138,0.052485,0.036871
41.209,1.174407,9.593124,-0.024906,0.082455,0.118125,0.03691
41.409,1.192945,9.54118,-0.025679,0.082068,0.096502,0.03691
41.609,0.994824,9.55798,-0.024906,0.082068,0.114263,0.03691
41.809,1.021086,9.623055,-0.024906,0.080524,0.100363,0.036833
42.009,1.073222,9.542146,-0.035718,0.082068,0.134341,0.036871
42.209,1.002934,9.531139,-0.024134,0.080138,0.111174,0.036948
42.409,1.021086,9.540794,-0.025679,0.081682,0.142836,0.036871
42.609,1.019348,9.582504,-0.026451,0.079366,0.12353,0.03691
42.809,1.107981,9.539056,-0.025679,0.079366,0.135886,0.036833
43.009,0.946935,9.541953,-0.026451,0.082841,0.129708,0.03691
43.209,1.135015,9.528822,-0.025679,0.08091,0.155964,0.03691
43.409,1.218627,9.541373,-0.024906,0.079752,0.149786,0.03691
43.609,1.185221,9.542532,-0.017184,0.079752,0.182992,0.036948
43.809,1.173055,9.553346,-0.026451,0.080524,0.162142,0.037026
44.009,1.055843,9.633482,-0.024906,0.078207,0.166775,0.036948
44.209,1.010658,9.52496,-0.024906,0.079366,0.190714,0.03691
44.409,1.029003,9.546008,-0.024906,0.080524,0.172953,0.036948
44.609,1.150656,9.542532,-0.024906,0.079752,0.228553,0.036948
44.809,1.169773,9.557401,-0.024134,0.080524,0.189942,0.036871
45.009,0.986714,9.541759,-0.024906,0.081296,0.250176,0.036833
45.209,1.136945,9.560683,-0.025679,0.080524,0.268709,0.036948
45.409,1.071485,9.540601,-0.026451,0.08091,0.247859,0.036871
45.609,1.062795,9.542339,-0.031084,0.081296,0.286471,0.036871
45.809,1.142159,9.535773,-0.025679,0.080524,0.237048,0.036871
46.009,1.065692,9.541373,-0.027223,0.079752,0.308865,0.03691
46.209,0.984203,9.564738,-0.024906,0.080138,0.311182,0.03691
46.409,1.123235,9.634448,-0.026451,0.080138,0.318132,0.036871
46.609,1.169773,9.635027,-0.017184,0.08091,0.341299,0.036871
46.809,0.921446,9.563773,-0.024906,0.078593,0.323538,0.036833
47.009,1.164366,9.541953,-0.026451,0.081296,0.362921,0.03691
47.209,1.042906,9.551994,-0.024134,0.081296,0.321993,0.03691
47.409,0.980728,9.624986,-0.024906,0.081682,0.377594,0.03691
47.609,1.159924,9.542146,-0.03649,0.080524,0.362149,0.03691
47.809,0.977252,9.485567,-0.024906,0.080138,0.383772,0.03691
48.009,1.056037,9.541759,-0.024906,0.078979,0.413889,0.036871
48.209,1.119953,9.585207,-0.027223,0.079752,0.367555,0.036871
48.409,1.042906,9.539056,-0.024906,0.079752,0.427017,0.036833
48.609,1.148145,9.541953,-0.025679,0.080138,0.386088,0.036871
48.809,1.119373,9.576904,-0.025679,0.080524,0.379911,0.036833
49.009,1.129994,9.541373,-0.025679,0.08091,0.409255,0.036833
49.209,1.141194,9.546394,-0.024134,0.081682,0.403077,0.036794
49.409,1.081719,9.632516,-0.024906,0.081296,0.432422,0.03691
49.609,1.175179,9.54427,-0.026451,0.078207,0.423155,0.036871
49.809,1.204724,9.562807,-0.025679,0.080524,0.413116,0.036871
50.009,1.118987,9.635413,-0.024906,0.08091,0.446322,0.036833
50.209,1.184641,9.542339,-0.02259,0.083227,0.4247,0.03691
50.409,0.957169,9.537704,-0.024134,0.080138,0.471806,0.036794
50.609,1.197965,9.634641,-0.024906,0.080524,0.451728,0.036948
50.809,0.953501,9.556628,-0.024134,0.081296,0.537445,0.036833
51.009,1.164559,9.540987,-0.026451,0.080138,0.477984,0.036871
51.209,0.912563,9.635606,-0.034173,0.081682,0.494201,0.036755
51.409,1.154904,9.606062,-0.026451,0.081682,0.494201,0.036833
51.609,1.064147,9.634254,-0.026451,0.084385,0.502695,0.036794
51.809,1.071485,9.568793,-0.024906,0.082455,0.568335,0.036833
52.009,1.142545,9.540408,-0.026451,0.08091,0.501923,0.036794
52.209,1.067623,9.542339,-0.018728,0.082068,0.583779,0.036833
52.409,1.187731,9.534615,-0.026451,0.08091,0.572196,0.036833
52.609,1.090408,9.541953,-0.024134,0.078593,0.599996,0.036833
52.809,1.178269,9.532684,-0.026451,0.08091,0.585324,0.036871
53.009,1.00641,9.540022,-0.024906,0.08091,0.593818,0.036871
53.209,1.026106,9.542146,-0.03649,0.079366,0.610807,0.036794
53.409,1.276557,9.567249,-0.024906,0.081296,0.643241,0.036833
53.609,1.17151,9.541759,-0.026451,0.079366,0.616213,0.036833
53.809,1.063567,9.680598,-0.026451,0.08091,0.650963,0.036833
54.009,1.24122,9.633675,-0.024906,0.081682,0.607718,0.036794
54.209,1.05565,9.542532,-0.026451,0.08091,0.605402,0.036755
54.409,1.100643,9.529401,-0.024906,0.080138,0.609263,0.036755
54.609,1.172476,9.541566,-0.025679,0.079752,0.641696,0.036833
54.809,1.260143,9.549677,-0.024906,0.080524,0.631657,0.036794
55.009,1.274626,9.538477,-0.024906,0.08091,0.698069,0.036833
55.209,1.062409,9.542339,-0.026451,0.082841,0.684169,0.036794
55.409,1.175952,9.526505,-0.026451,0.079366,0.66718,0.036794
55.609,1.195648,9.54118,-0.024906,0.079752,0.707336,0.036794
55.809,1.246433,9.542532,-0.016412,0.080138,0.718919,0.036833
56.009,1.02823,9.537704,-0.024134,0.079366,0.687258,0.036833
56.209,1.159924,9.542146,-0.024134,0.077435,0.70888,0.036794
56.409,1.069747,9.54678,-0.027223,0.079752,0.734364,0.036794
56.609,1.264778,9.540794,-0.025679,0.08091,0.681852,0.036794
56.809,1.156642,9.635606,-0.025679,0.080138,0.680308,0.036755
57.009,1.200475,9.535967,-0.024906,0.079366,0.745948,0.036833
57.209,1.043871,9.542146,-0.024134,0.079752,0.709653,0.036794
57.409,1.169966,9.62711,-0.025679,0.078979,0.68803,0.036833
57.609,1.265743,9.627303,-0.026451,0.078979,0.742859,0.036794
57.809,1.098519,9.542532,-0.014095,0.077435,0.741314,0.036755
58.009,1.165524,9.533842,-0.025679,0.079366,0.719692,0.036871
58.209,1.152394,9.541759,-0.023362,0.077049,0.759075,0.036833
58.409,1.252226,9.539442,-0.024906,0.079366,0.762164,0.036755
58.609,1.098905,9.539829,-0.026451,0.077821,0.742086,0.036717
58.809,1.165524,9.542532,-0.037262,0.078593,0.780698,0.036833
59.009,1.250681,9.531718,-0.026451,0.077821,0.786876,0.036678
59.209,1.155869,9.541566,-0.024906,0.079752,0.721236,0.036833
59.409,1.057195,9.586559,-0.024906,0.078979,0.755987,0.036794
59.609,1.065885,9.539249,-0.027223,0.078979,0.778381,0.036794
59.809,1.268833,9.542339,-0.025679,0.080524,0.733592,0.036717
60.009,1.257247,9.529787,-0.026451,0.081682,0.738997,0.036755
60.209,1.107981,9.541566,-0.024906,0.078207,0.771431,0.036794
60.409,1.032865,9.542725,-0.023362,0.079752,0.748264,0.036833
60.609,1.094464,9.53867,-0.024906,0.078207,0.749809,0.036833
60.809,1.264585,9.543497,-0.01564,0.079366,0.801548,0.036794
61.009,1.043485,9.525346,-0.023362,0.079366,0.765253,0.036833
61.209,1.015486,9.635413,-0.026451,0.077821,0.806181,0.036794
61.409,1.185027,9.548132,-0.016412,0.077435,0.807726,0.036794
61.609,1.28486,9.537125,-0.025679,0.078979,0.800004,0.036794
61.809,1.014134,9.541953,-0.03649,0.077049,0.779153,0.036833
62.009,1.056809,9.540022,-0.024134,0.078593,0.820854,0.036755
62.209,1.159152,9.628848,-0.025679,0.078979,0.76062,0.036794
62.409,1.247013,9.586945,-0.035718,0.079752,0.762937,0.036717
62.609,1.262074,9.630199,-0.026451,0.079752,0.787648,0.036755
62.809,1.244888,9.541953,-0.025679,0.080138,0.779153,0.036794
63.009,1.053719,9.577869,-0.026451,0.077821,0.787648,0.036755
63.209,1.172476,9.540408,-0.025679,0.078207,0.772976,0.036794
63.409,1.203951,9.542339,-0.01564,0.078593,0.798459,0.036833
63.609,1.13598,9.535001,-0.024134,0.079366,0.791509,0.036833
63.809,1.031513,9.541953,-0.024906,0.078593,0.840932,0.036717
64.009,1.258019,9.627689,-0.024906,0.077821,0.827032,0.036794
64.209,1.237551,9.625758,-0.025679,0.078593,0.827804,0.036833
64.409,1.168807,9.542339,-0.021045,0.079752,0.829348,0.036755
64.609,1.240254,9.532105,-0.026451,0.080524,0.830121,0.036755
64.809,1.204337,9.633096,-0.024906,0.080138,0.792281,0.036717
65.009,1.046768,9.551994,-0.025679,0.078593,0.806954,0.036755
65.209,1.145635,9.539249,-0.024906,0.080138,0.847882,0.036717
65.409,1.121304,9.542339,-0.035718,0.078979,0.810815,0.036755
65.609,1.277329,9.530174,-0.024906,0.077821,0.808498,0.036755
65.809,1.296832,9.541373,-0.025679,0.078207,0.824715,0.036717
66.009,1.208006,9.572269,-0.024906,0.078207,0.820082,0.036717
66.209,0.954852,9.53867,-0.024134,0.077435,0.800004,0.036755
66.409,1.058161,9.542146,-0.01564,0.079366,0.830121,0.036755
66.609,1.232144,9.52747,-0.024906,0.078979,0.830121,0.036717
66.809,0.976093,9.541373,-0.024906,0.077049,0.80927,0.036794
67.009,1.233496,9.545042,-0.014867,0.080138,0.852515,0.036755
67.209,1.195069,9.538091,-0.024906,0.079752,0.836298,0.036755
67.409,1.111843,9.543497,-0.03649,0.077049,0.850199,0.036755
67.609,1.160697,9.535773,-0.024906,0.078979,0.851743,0.036755
67.809,1.212641,9.540987,-0.026451,0.078979,0.825487,0.036794
68.009,1.136173,9.587138,-0.024906,0.078207,0.844793,0.036678
68.209,1.213413,9.607607,-0.025679,0.078593,0.866415,0.036678
68.409,1.112036,9.541953,-0.025679,0.079366,0.820854,0.036717
68.609,1.034023,9.529594,-0.026451,0.079752,0.855604,0.036717
68.809,1.230213,9.634641,-0.026451,0.079366,0.875682,0.036717
69.009,1.045223,9.551608,-0.024906,0.078593,0.816993,0.036755
69.209,0.988645,9.535001,-0.024906,0.077435,0.86101,0.036794
69.409,1.062023,9.541953,-0.024906,0.078593,0.822398,0.036794
69.609,1.235426,9.527277,-0.024134,0.079366,0.825487,0.036717
69.809,1.19082,9.540215,-0.024906,0.080524,0.853288,0.036755
70.009,1.107594,9.636378,-0.017184,0.078593,0.836298,0.036717
70.209,1.216503,9.533649,-0.024906,0.080138,0.839387,0.036678
70.409,1.211675,9.633289,-0.026451,0.079752,0.838615,0.036755
70.609,1.242378,9.544077,-0.024906,0.079752,0.84016,0.036755
70.809,1.134242,9.633868,-0.025679,0.079366,0.841704,0.036601
71.009,1.063761,9.542339,-0.034945,0.078979,0.846337,0.036717
71.209,1.099098,9.624213,-0.025679,0.080524,0.846337,0.036717
71.409,1.227509,9.635799,-0.024134,0.082841,0.832437,0.036717
71.609,1.110877,9.669012,-0.025679,0.079752,0.847882,0.036678
71.809,1.145056,9.633096,-0.025679,0.080524,0.85406,0.036678
72.009,1.091567,9.542339,-0.02259,0.078979,0.911205,0.036678
72.209,1.209358,9.601041,-0.024134,0.079752,0.855604,0.036678
72.409,0.988645,9.541373,-0.024134,0.076663,0.873365,0.036717
72.609,1.200282,9.535194,-0.026451,0.078207,0.918927,0.036678
72.809,1.065885,9.538091,-0.025679,0.078593,0.876454,0.036717
73.009,1.138104,9.542146,-0.037262,0.077821,0.892671,0.036717
73.209,1.064147,9.533456,-0.025679,0.078207,0.900394,0.036717
73.409,1.071485,9.54118,-0.024134,0.078207,0.867188,0.036717
73.609,0.984976,9.586752,-0.024134,0.078979,0.891899,0.036678
73.809,1.183096,9.630586,-0.025679,0.077435,0.905799,0.036678
74.009,1.178076,9.542146,-0.025679,0.081682,0.870277,0.036717
74.209,1.169966,9.528049,-0.026451,0.08091,0.891127,0.036678
74.409,1.219785,9.540601,-0.024906,0.081296,0.911977,0.036678
74.609,1.165524,9.542725,-0.023362,0.077435,0.864099,0.036717
74.809,1.038271,9.598531,-0.024906,0.079366,0.881088,0.036717
75.009,1.096008,9.541953,-0.026451,0.08091,0.920472,0.03664
75.209,1.181358,9.525153,-0.026451,0.079752,0.85406,0.036717
75.409,1.253771,9.539829,-0.026451,0.08091,0.898077,0.036717
75.609,1.194296,9.542339,-0.014095,0.078979,0.877227,0.036678
75.809,1.04252,9.537318,-0.027223,0.078979,0.858693,0.036601
76.009,1.039044,9.541566,-0.024906,0.079366,0.904255,0.03664
76.209,1.095622,9.536353,-0.024906,0.080524,0.87491,0.03664
76.409,1.12729,9.539442,-0.025679,0.080524,0.862554,0.03664
76.609,1.22442,9.542532,-0.028767,0.079752,0.88881,0.03664
76.809,1.23002,9.53616,-0.024906,0.079752,0.88186,0.03664
77.009,1.185027,9.541566,-0.026451,0.082455,0.879543,0.036678
77.209,1.040589,9.550449,-0.025679,0.080524,0.896532,0.03664
77.409,1.153552,9.538863,-0.024906,0.080524,0.889582,0.036601
77.609,1.061057,9.542146,-0.014095,0.079752,0.890355,0.036678
77.809,1.242571,9.534035,-0.024134,0.079752,0.893443,0.03664
78.009,1.1578,9.541373,-0.026451,0.076663,0.892671,0.036601
78.209,1.164945,9.534808,-0.025679,0.08091,0.926649,0.036717
78.409,1.051595,9.537511,-0.026451,0.078593,0.90271,0.036717
78.609,1.141194,9.634834,-0.031856,0.080138,0.908888,0.03664
78.809,1.026492,9.56918,-0.025679,0.078979,0.935144,0.036601
79.009,1.131539,9.546587,-0.024906,0.082068,0.910433,0.036678
79.209,1.046961,9.582117,-0.026451,0.079366,0.92356,0.036678
79.409,1.195455,9.539249,-0.025679,0.08091,0.942094,0.036601
