Zeit [s],Q_uphole [lpm],Q_downhole [lpm],Pint_uphole [MPa],Pint_downhole [MPa],Ppacker_uphole [MPa],Pi_obs [MPa]
2547.809,0.011366,9.573621,2.751261,2.84367,3.451069,0.023743
2548.009,0.011173,9.53867,2.748944,2.839423,3.448753,0.023743
2548.209,0.011366,9.634834,2.743538,2.837492,3.446436,0.023704
2548.409,0.011366,9.535001,2.74431,2.837492,3.444119,0.023743
2548.609,0.011366,9.540987,2.741994,2.8317,3.442575,0.023704
2548.809,0.011173,9.550063,2.739677,2.830928,3.440258,0.023704
2549.009,0.011173,9.539829,2.738133,2.827453,3.438714,0.023743
2549.209,0.011173,9.541566,2.735044,2.825522,3.436397,0.023743
2549.409,0.011173,9.533456,2.733499,2.823978,3.433308,0.023743
2549.609,0.011173,9.634834,2.73041,2.822433,3.430219,0.023743
2549.809,0.011173,9.568407,2.728094,2.818958,3.429447,0.023743
2550.009,0.010979,9.539249,2.726549,2.819344,3.426358,0.023704
2550.209,0.011173,9.541373,2.717282,2.815483,3.424813,0.023743
2550.409,0.011173,9.530174,2.721916,2.812008,3.423269,0.023781
2550.609,0.010979,9.628848,2.719599,2.809691,3.421724,0.023704
2550.809,0.010979,9.5742,2.718055,2.808919,3.417863,0.023743
2551.009,0.010979,9.538477,2.71651,2.806216,3.416319,0.023743
2551.209,0.010979,9.541373,2.714193,2.805443,3.414774,0.023743
2551.409,0.010979,9.571497,2.711105,2.803127,3.41323,0.023743
2551.609,0.010979,9.547553,2.70956,2.802354,3.409369,0.023743
2551.809,0.010979,9.542725,2.708016,2.799651,3.407052,0.023781
2552.009,0.010979,9.537704,2.704927,2.797335,3.40628,0.023781
2552.209,0.010786,9.541373,2.70261,2.791157,3.403963,0.023666
2552.409,0.010786,9.525153,2.700293,2.790384,3.401647,0.023743
2552.609,0.010979,9.629813,2.698749,2.789612,3.400102,0.02382
2552.809,0.010786,9.542532,2.689482,2.786523,3.397785,0.023666
2553.009,0.010786,9.536932,2.694116,2.784978,3.396241,0.023704
2553.209,0.010786,9.544077,2.692571,2.783434,3.393152,0.023781
2553.409,0.010786,9.570918,2.690254,2.781889,3.39238,0.023704
2553.609,0.010786,9.540408,2.68871,2.779573,3.389291,0.023704
2553.809,0.010786,9.542725,2.682532,2.778028,3.387746,0.023704
2554.009,0.010786,9.603552,2.684077,2.774939,3.38543,0.023704
2554.209,0.010786,9.63522,2.68176,2.77687,3.386202,0.023781
2554.409,0.010593,9.553152,2.679443,2.773395,3.382341,0.023743
2554.609,0.010593,9.539829,2.677899,2.771078,3.380796,0.023704
2554.809,0.010593,9.541759,2.685621,2.767989,3.377707,0.023704
2555.009,0.010593,9.627496,2.673265,2.765286,3.377707,0.023743
2555.209,0.010593,9.540794,2.671721,2.764127,3.374618,0.023704
2555.409,0.010593,9.62711,2.670176,2.761038,3.373074,0.023704
2555.609,0.010593,9.539442,2.667087,2.759108,3.37153,0.023743
2555.809,0.010593,9.543111,2.657821,2.758336,3.368441,0.023743
2556.009,0.010593,9.53056,2.663226,2.75486,3.366896,0.023666
2556.209,0.010593,9.54118,2.661682,2.75293,3.364579,0.023704
2556.409,0.0104,9.548325,2.659365,2.751771,3.363035,0.023704
2556.609,0.010593,9.538477,2.657821,2.749455,3.360718,0.023704
2556.809,0.0104,9.541566,2.655504,2.749455,3.358402,0.023704
2557.009,0.0104,9.526312,2.65396,2.744435,3.357629,0.023704
2557.209,0.0104,9.545042,2.651643,2.743663,3.355313,0.023666
2557.409,0.0104,9.63522,2.658593,2.74289,3.352996,0.023704
2557.609,0.0104,9.537125,2.647782,2.738643,3.352996,0.023666
2557.809,0.0104,9.541373,2.646237,2.734782,3.349907,0.023704
2558.009,0.0104,9.52496,2.643921,2.734009,3.348363,0.023666
2558.209,0.0104,9.546008,2.641604,2.734395,3.346046,0.023666
2558.409,0.0104,9.541759,2.637743,2.731693,3.344501,0.023743
2558.609,0.0104,9.536353,2.637743,2.729762,3.343729,0.023704
2558.809,0.0104,9.631937,2.636198,2.729376,3.34064,0.023743
2559.009,0.0104,9.563773,2.633882,2.727059,3.337551,0.023704
2559.209,0.0104,9.540215,2.631565,2.724356,3.336779,0.023704
2559.409,0.010207,9.541759,2.634654,2.721653,3.334462,0.023704
2559.609,0.0104,9.535194,2.628476,2.721267,3.33369,0.023704
2559.809,0.010207,9.543497,2.626159,2.716247,3.332918,0.023627
2560.009,0.010207,9.533842,2.624615,2.715861,3.329829,0.023704
2560.209,0.010207,9.540022,2.622298,2.713544,3.328285,0.023666
2560.409,0.010207,9.541759,2.627704,2.712,3.32674,0.023666
2560.609,0.010207,9.592738,2.618437,2.710069,3.325196,0.023743
2560.809,0.010207,9.633096,2.617665,2.707752,3.323651,0.023666
2561.009,0.010207,9.555083,2.615348,2.707366,3.320562,0.023704
2561.209,0.010207,9.549677,2.613031,2.706208,3.319018,0.023704
2561.409,0.010014,9.541566,2.601448,2.704277,3.319018,0.023704
2561.609,0.010014,9.53056,2.609942,2.702347,3.315157,0.023666
2561.809,0.010014,9.63522,2.607626,2.700802,3.313612,0.023704
2562.009,0.010014,9.677123,2.606081,2.698871,3.312068,0.023743
2562.209,0.010014,9.53867,2.603765,2.696169,3.311296,0.023666
2562.409,0.010014,9.635606,2.60222,2.698099,3.307434,0.023704
2562.609,0.010207,9.622668,2.599903,2.693466,3.306662,0.023704
2562.809,0.010014,9.540987,2.597587,2.691921,3.304346,0.023666
2563.009,0.010014,9.541759,2.603765,2.690377,3.304346,0.023704
2563.209,0.010014,9.538091,2.594498,2.687674,3.301257,0.023743
2563.409,0.010014,9.541566,2.592953,2.684971,3.299712,0.023704
2563.609,0.010014,9.551994,2.590637,2.684199,3.298168,0.023704
2563.809,0.010014,9.630199,2.58832,2.684585,3.295851,0.023627
2564.009,0.009821,9.541759,2.586776,2.680337,3.295079,0.023627
2564.209,0.009821,9.536353,2.585231,2.679565,3.292762,0.023627
2564.409,0.009821,9.543111,2.583687,2.676476,3.291218,0.023704
2564.609,0.010014,9.560297,2.58137,2.675704,3.289673,0.023704
2564.809,0.009821,9.540215,2.579825,2.675318,3.289673,0.023704
2565.009,0.009821,9.541759,2.571331,2.674159,3.288901,0.023666
2565.209,0.009821,9.535387,2.576737,2.67107,3.284268,0.023666
2565.409,0.009821,9.541566,2.57442,2.669139,3.283495,0.023743
2565.609,0.009821,9.564159,2.573648,2.665664,3.280406,0.023666
2565.809,0.009821,9.633868,2.570559,2.665278,3.279634,0.023666
2566.009,0.009821,9.541566,2.576737,2.662189,3.277317,0.023704
2566.209,0.009628,9.598724,2.56747,2.662575,3.274229,0.023704
2566.409,0.009821,9.543884,2.565153,2.657556,3.275001,0.023704
2566.609,0.009821,9.552187,2.564381,2.658328,3.274229,0.023666
2566.809,0.009821,9.624406,2.562836,2.656011,3.271912,0.023704
2567.009,0.009628,9.541759,2.549709,2.652536,3.270367,0.023666
2567.209,0.009821,9.530946,2.558975,2.652536,3.268051,0.023666
2567.409,0.009628,9.541373,2.556659,2.651377,3.265734,0.023627
2567.609,0.009628,9.584435,2.555114,2.650219,3.264962,0.023704
2567.809,0.009628,9.53867,2.55357,2.648288,3.26419,0.023704
2568.009,0.009628,9.541759,2.551253,2.645586,3.261101,0.023666
2568.209,0.009628,9.528822,2.549709,2.644041,3.258784,0.023666
2568.409,0.009628,9.544849,2.548164,2.641724,3.259556,0.023666
2568.609,0.009628,9.545815,2.54662,2.639407,3.257239,0.023627
2568.809,0.009628,9.631937,2.545075,2.637863,3.256467,0.023704
2569.009,0.009628,9.542918,2.542758,2.631685,3.254151,0.023743
2569.209,0.009628,9.526118,2.541214,2.632457,3.252606,0.023704
2569.409,0.009435,9.540601,2.53967,2.631685,3.251834,0.023666
2569.609,0.009435,9.541759,2.538897,2.630913,3.248745,0.023743
2569.809,0.009435,9.555083,2.535808,2.629754,3.247973,0.023666
2570.009,0.009628,9.543111,2.526542,2.628596,3.246428,0.023666
2570.209,0.009435,9.575166,2.532719,2.627824,3.244112,0.023666
2570.409,0.009435,9.546008,2.531175,2.62319,3.243339,0.023704
2570.609,0.009435,9.576324,2.521908,2.622804,3.242567,0.023627
2570.809,0.009435,9.535387,2.528086,2.619329,3.239478,0.023704
2571.009,0.009435,9.543304,2.526542,2.620487,3.239478,0.023666
2571.209,0.009435,9.661095,2.524225,2.615854,3.235617,0.023666
2571.409,0.009435,9.547553,2.52268,2.615081,3.235617,0.023704
2571.609,0.009435,9.636572,2.527314,2.615467,3.234073,0.023666
2571.809,0.009435,9.534035,2.519592,2.614309,3.232528,0.023666
2572.009,0.009435,9.633096,2.517275,2.611606,3.230984,0.023704
2572.209,0.009241,9.620544,2.516503,2.608903,3.230211,0.023666
2572.409,0.009241,9.539635,2.514186,2.605814,3.228667,0.023743
2572.609,0.009241,9.541759,2.50183,2.6062,3.227895,0.023704
2572.809,0.009435,9.532491,2.511097,2.605428,3.224806,0.023627
2573.009,0.009435,9.54118,2.509553,2.60427,3.223261,0.023666
2573.209,0.009241,9.5854,2.508008,2.601953,3.220945,0.023666
2573.409,0.009241,9.54987,2.506464,2.59925,3.220945,0.023627
2573.609,0.009241,9.541759,2.499514,2.600022,3.217856,0.023627
2573.809,0.009241,9.528629,2.503375,2.595775,3.217856,0.023627
2574.009,0.009241,9.540987,2.501058,2.592686,3.215539,0.023627
2574.209,0.009241,9.533456,2.504147,2.592686,3.214767,0.023666
2574.409,0.009241,9.537511,2.497969,2.590755,3.213995,0.023627
2574.609,0.009241,9.541566,2.502602,2.58728,3.21245,0.023627
2574.809,0.009241,9.524187,2.49488,2.586508,3.209361,0.023666
2575.009,0.009241,9.540794,2.493336,2.586894,3.208589,0.023627
2575.209,0.009241,9.647771,2.497969,2.585349,3.207817,0.023666
2575.409,0.009241,9.536546,2.490247,2.583805,3.206272,0.02355
2575.609,0.009048,9.541566,2.48793,2.582646,3.203956,0.023627
2575.809,0.009241,9.546201,2.487158,2.58033,3.203183,0.023627
2576.009,0.009048,9.540215,2.485613,2.577627,3.202411,0.023588
2576.209,0.009048,9.551414,2.484069,2.577627,3.199322,0.023627
2576.409,0.009048,9.53558,2.482524,2.574924,3.19855,0.023627
2576.609,0.009241,9.541566,2.480208,2.574924,3.197778,0.023666
2576.809,0.009048,9.539635,2.479436,2.570676,3.197006,0.023704
2577.009,0.009048,9.540022,2.477891,2.569518,3.193917,0.023627
2577.209,0.009048,9.541953,2.483297,2.569132,3.193144,0.023588
2577.409,0.009048,9.53307,2.474802,2.566043,3.190828,0.02355
2577.609,0.009048,9.633096,2.472486,2.564112,3.190055,0.023627
2577.809,0.009048,9.52438,2.472486,2.563726,3.187739,0.023627
2578.009,0.009048,9.539249,2.470169,2.561409,3.188511,0.023627
2578.209,0.009048,9.541953,2.467852,2.559865,3.185422,0.023588
2578.409,0.009048,9.531139,2.46708,2.559479,3.18465,0.023627
2578.609,0.009048,9.54118,2.465535,2.55832,3.182333,0.023588
2578.809,0.009048,9.578835,2.463991,2.557162,3.181561,0.023627
2579.009,0.008855,9.53867,2.462447,2.555617,3.180016,0.023627
2579.209,0.009048,9.634834,2.463991,2.557934,3.178472,0.023627
2579.409,0.009048,9.529208,2.459358,2.552914,3.1777,0.023588
2579.609,0.008855,9.540987,2.457813,2.549053,3.174611,0.023588
2579.809,0.008855,9.534229,2.46013,2.548667,3.174611,0.023588
2580.009,0.008855,9.538091,2.455496,2.547895,3.173066,0.023627
2580.209,0.008855,9.541566,2.46013,2.547122,3.171522,0.023588
2580.409,0.008855,9.52438,2.451635,2.543647,3.169978,0.023627
2580.609,0.008855,9.540794,2.450091,2.542489,3.168433,0.023666
2580.809,0.008855,9.551994,2.448546,2.54133,3.169205,0.023627
2581.009,0.008855,9.536546,2.447002,2.540172,3.167661,0.02355
2581.209,0.008855,9.541759,2.434646,2.537855,3.1638,0.023627
2581.409,0.008855,9.530946,2.443913,2.537083,3.164572,0.023588
2581.609,0.008855,9.540408,2.442369,2.53438,3.163027,0.023627
2581.809,0.008855,9.583855,2.440052,2.534766,3.160711,0.023588
2582.009,0.008855,9.53558,2.43928,2.532836,3.158394,0.02355
2582.209,0.008662,9.541373,2.437735,2.533994,3.158394,0.023588
2582.409,0.008855,9.576517,2.436191,2.529747,3.156077,0.023588
2582.609,0.008855,9.626724,2.434646,2.528202,3.156077,0.02355
2582.809,0.008855,9.541759,2.440052,2.527816,3.155305,0.023588
2583.009,0.008662,9.562228,2.431557,2.525499,3.152988,0.023704
2583.209,0.008662,9.541373,2.430785,2.520866,3.151444,0.023588
2583.409,0.008662,9.52438,2.429241,2.520866,3.150672,0.023511
2583.609,0.008662,9.548325,2.427696,2.519707,3.148355,0.02355
2583.809,0.008662,9.63522,2.428468,2.517777,3.148355,0.023588
2584.009,0.008662,9.531332,2.425379,2.518163,3.147583,0.02355
2584.209,0.008662,9.635413,2.423063,2.516232,3.145266,0.023588
2584.409,0.008662,9.557208,2.420746,2.513915,3.142949,0.02355
2584.609,0.008662,9.538863,2.419202,2.511985,3.141405,0.02355
2584.809,0.008662,9.541759,2.410707,2.511598,3.142949,0.02355
2585.009,0.008662,9.535194,2.416885,2.510826,3.139861,0.023511
2585.209,0.008662,9.54118,2.41534,2.505034,3.137544,0.023511
2585.409,0.008662,9.567056,2.413796,2.504648,3.138316,0.023627
2585.609,0.008662,9.55238,2.413024,2.504262,3.135999,0.02355
2585.809,0.008662,9.541566,2.419202,2.501945,3.135999,0.023588
2586.009,0.008662,9.534035,2.409163,2.501945,3.133683,0.02355
2586.209,0.008662,9.540794,2.40839,2.500401,3.133683,0.023627
2586.409,0.008469,9.549484,2.406846,2.500787,3.130594,0.023588
2586.609,0.008469,9.537318,2.405301,2.497312,3.128277,0.023666
2586.809,0.008469,9.541759,2.392174,2.496925,3.127505,0.023627
2587.009,0.008662,9.570725,2.402213,2.494995,3.126733,0.02355
2587.209,0.008469,9.540601,2.400668,2.493836,3.12596,0.023588
2587.409,0.008469,9.5854,2.398351,2.492292,3.124416,0.02355
2587.609,0.008469,9.53558,2.398351,2.489589,3.122099,0.02355
2587.809,0.008469,9.633868,2.395263,2.489589,3.119783,0.023627
2588.009,0.008469,9.528629,2.39449,2.484955,3.120555,0.023588
2588.209,0.008469,9.547166,2.392946,2.484955,3.11901,0.023588
2588.409,0.008469,9.547166,2.391401,2.484955,3.119783,0.02355
2588.609,0.008469,9.631937,2.390629,2.483025,3.115149,0.02355
2588.809,0.008469,9.541566,2.388312,2.480322,3.115921,0.023511
2589.009,0.008469,9.583083,2.386768,2.479936,3.114377,0.023627
2589.209,0.008469,9.539635,2.385996,2.478777,3.11206,0.02355
2589.409,0.008469,9.541759,2.386768,2.476847,3.111288,0.023627
2589.609,0.008469,9.631358,2.382907,2.476074,3.109744,0.02355
2589.809,0.008469,9.54118,2.382135,2.474144,3.106655,0.02355
2590.009,0.008469,9.553152,2.379818,2.472213,3.108199,0.023627
2590.209,0.008469,9.539249,2.377501,2.470283,3.107427,0.023511
2590.409,0.008469,9.541759,2.368234,2.46951,3.103566,0.02355
2590.609,0.008276,9.535387,2.375957,2.466421,3.103566,0.023588
2590.809,0.008276,9.540987,2.37364,2.467966,3.102021,0.02355
2591.009,0.008469,9.569566,2.372096,2.463718,3.100477,0.023588
2591.209,0.008469,9.538091,2.372096,2.463332,3.099705,0.023588
2591.409,0.008276,9.541566,2.38059,2.462174,3.100477,0.023511
2591.609,0.008276,9.53307,2.368234,2.459857,3.097388,0.02355
2591.809,0.008276,9.540601,2.36669,2.459085,3.096616,0.02355
2592.009,0.008276,9.541566,2.365146,2.456768,3.095071,0.02355
2592.209,0.008276,9.539249,2.364373,2.45754,3.095071,0.02355
2592.409,0.008276,9.541566,2.35974,2.453679,3.093527,0.023511
2592.609,0.008276,9.531332,2.361284,2.453679,3.09121,0.023588
2592.809,0.008276,9.540408,2.360512,2.451362,3.090438,0.023588
2593.009,0.008276,9.561649,2.358195,2.451748,3.090438,0.023588
2593.209,0.008083,9.538863,2.357423,2.450976,3.088121,0.023511
2593.409,0.008276,9.541566,2.355879,2.449818,3.087349,0.02355
2593.609,0.008083,9.527084,2.354334,2.447501,3.085032,0.023588
2593.809,0.008276,9.540215,2.35279,2.44557,3.08426,0.02355
2594.009,0.008276,9.541953,2.355107,2.444798,3.083488,0.02355
2594.209,0.008276,9.537511,2.349701,2.441323,3.081943,0.02355
2594.409,0.008276,9.541373,2.348929,2.440164,3.078854,0.02355
2594.609,0.008083,9.524187,2.347384,2.439392,3.080399,0.023511
2594.809,0.008083,9.539442,2.34584,2.437848,3.07731,0.023511
2595.009,0.008276,9.541759,2.351245,2.437075,3.076538,0.023511
2595.209,0.008083,9.536739,2.342751,2.435917,3.075765,0.023473
2595.409,0.008083,9.54118,2.341979,2.435917,3.074993,0.023588
2595.609,0.008083,9.54427,2.339662,2.435145,3.074221,0.02355
2595.809,0.008083,9.540408,2.33889,2.43167,3.071132,0.02355
2596.009,0.008083,9.541759,2.336573,2.432442,3.07036,0.023511
2596.209,0.008083,9.53558,2.335801,2.429353,3.071904,0.023473
2596.409,0.008083,9.540987,2.335029,2.430511,3.067271,0.023511
2596.609,0.008083,9.541759,2.332712,2.427808,3.068043,0.02355
2596.809,0.008083,9.540022,2.33194,2.42665,3.066499,0.023588
2597.009,0.008083,9.541759,2.341979,2.423175,3.065726,0.02355
2597.209,0.008083,9.533263,2.329623,2.422016,3.064182,0.023473
2597.409,0.008083,9.540794,2.328079,2.418541,3.062638,0.023588
2597.609,0.008083,9.539442,2.326534,2.418155,3.061093,0.023588
2597.809,0.008083,9.539249,2.32499,2.418155,3.061093,0.023511
2598.009,0.008083,9.541566,2.313406,2.415452,3.060321,0.023511
2598.209,0.008083,9.531525,2.322673,2.413521,3.058004,0.02355
2598.409,0.00789,9.540408,2.321901,2.411977,3.058776,0.023473
2598.609,0.008083,9.585786,2.320356,2.413521,3.055687,0.023511
2598.809,0.008083,9.538863,2.31804,2.410432,3.055687,0.023511
2599.009,0.008083,9.541373,2.316495,2.410819,3.054143,0.023511
2599.209,0.008083,9.529401,2.315723,2.407729,3.051826,0.023473
2599.409,0.008083,9.540987,2.314178,2.407343,3.051826,0.02355
2599.609,0.008083,9.541953,2.315723,2.406571,3.04951,0.023511
2599.809,0.00789,9.538091,2.311089,2.405413,3.048737,0.02355
2600.009,0.008083,9.541373,2.310317,2.401938,3.047965,0.023473
2600.209,0.00789,9.524574,2.308773,2.401165,3.048737,0.023511
2600.409,0.00789,9.540794,2.308001,2.401551,3.046421,0.02355
2600.609,0.00789,9.541759,2.314951,2.400393,3.04256,0.023511
2600.809,0.00789,9.536739,2.304912,2.39769,3.04256,0.023434
2601.009,0.00789,9.54118,2.303367,2.394987,3.041787,0.023395
2601.209,0.00789,9.540794,2.302595,2.395373,3.040243,0.023511
2601.409,0.008083,9.540215,2.30105,2.393443,3.038698,0.023473
2601.609,0.00789,9.541759,2.288695,2.39267,3.039471,0.02355
2601.809,0.00789,9.53558,2.297962,2.391898,3.037926,0.023511
2602.009,0.00789,9.540987,2.297189,2.391126,3.037154,0.023511
2602.209,0.00789,9.576131,2.295645,2.387651,3.034837,0.023511
2602.409,0.00789,9.540022,2.2941,2.386492,3.034065,0.023473
2602.609,0.00789,9.541759,2.304139,2.38572,3.034065,0.023473
2602.809,0.00789,9.534229,2.291784,2.383789,3.032521,0.023511
2603.009,0.00789,9.541373,2.290239,2.3807,3.030204,0.023511
2603.209,0.007697,9.537511,2.288695,2.381859,3.030204,0.023511
2603.409,0.00789,9.539635,2.28715,2.379928,3.028659,0.02355
2603.609,0.00789,9.541566,2.277111,2.3807,3.029432,0.023511
2603.809,0.00789,9.531525,2.285606,2.378384,3.028659,0.023511
2604.009,0.00789,9.541373,2.284061,2.377997,3.026343,0.023511
2604.209,0.007697,9.584242,2.282517,2.376067,3.02557,0.023511
2604.409,0.00789,9.53867,2.280972,2.374136,3.022482,0.023434
2604.609,0.00789,9.541566,2.277884,2.372592,3.022482,0.02355
2604.809,0.00789,9.529401,2.278656,2.372592,3.024026,0.023511
2605.009,0.007697,9.540987,2.277884,2.370661,3.020937,0.023473
2605.209,0.007697,9.556435,2.276339,2.367958,3.020165,0.023511
2605.409,0.007697,9.538284,2.274022,2.367958,3.01862,0.023473
2605.609,0.007697,9.541373,2.27325,2.3668,3.016304,0.023511
2605.809,0.007697,9.526891,2.272478,2.365255,3.015532,0.023434
2606.009,0.007697,9.540794,2.270933,2.363711,3.015532,0.023511
2606.209,0.007697,9.541759,2.279428,2.362938,3.013215,0.023473
2606.409,0.007697,9.537318,2.268617,2.36178,3.013215,0.02355
2606.609,0.007697,9.540022,2.267072,2.358305,3.013987,0.023511
2606.809,0.007697,9.455637,2.265528,2.358691,3.010898,0.023473
2607.009,0.007697,9.540601,2.263983,2.359077,3.010898,0.023511
2607.209,0.007697,9.541759,2.253172,2.35483,3.007809,0.023434
2607.409,0.007697,9.53558,2.262439,2.35676,3.007809,0.023473
2607.609,0.007697,9.541566,2.261667,2.357533,3.007037,0.023434
2607.809,0.007504,9.57729,2.258578,2.352899,3.005493,0.023511
2608.009,0.007697,9.540022,2.257033,2.351741,3.003948,0.023511
2608.209,0.007697,9.541759,2.257806,2.350968,3.003176,0.023473
2608.409,0.007697,9.534422,2.255489,2.349424,3.003176,0.023511
2608.609,0.007697,9.541373,2.254717,2.347879,3.001631,0.023511
2608.809,0.007697,9.529787,2.2524,2.348652,3.000087,0.023434
2609.009,0.007697,9.539442,2.2524,2.345176,2.998542,0.023473
2609.209,0.007697,9.543111,2.242361,2.343632,2.99777,0.023473
2609.409,0.007697,9.531718,2.249311,2.343632,2.996998,0.023473
2609.609,0.007697,9.54118,2.247767,2.343632,2.99777,0.023473
2609.809,0.007504,9.574587,2.246994,2.341315,2.996998,0.023395
2610.009,0.007697,9.538863,2.24545,2.339384,2.994681,0.023395
2610.209,0.007697,9.541759,2.243905,2.340543,2.993137,0.023434
2610.409,0.007697,9.528049,2.242361,2.337454,2.992365,0.023473
2610.609,0.007504,9.54118,2.240044,2.334751,2.990048,0.023473
2610.809,0.007504,9.542918,2.240817,2.334365,2.991592,0.023473
2611.009,0.007504,9.537704,2.239272,2.333593,2.99082,0.023473
2611.209,0.007697,9.541759,2.2385,2.333979,2.988503,0.023473
2611.409,0.007504,9.525153,2.236183,2.33089,2.986959,0.023473
2611.609,0.007504,9.540794,2.235411,2.33089,2.986959,0.023434
2611.809,0.007504,9.541759,2.24545,2.325098,2.985415,0.023473
2612.009,0.007504,9.536739,2.232322,2.326256,2.984642,0.023395
2612.209,0.007504,9.541566,2.232322,2.32587,2.98387,0.023511
2612.409,0.007504,9.532105,2.23155,2.323939,2.983098,0.023434
2612.609,0.007504,9.540408,2.228461,2.322009,2.983098,0.023357
2612.809,0.007504,9.541759,2.223827,2.318533,2.980009,0.023434
2613.009,0.007504,9.535967,2.226916,2.318533,2.982326,0.023473
2613.209,0.007504,9.541373,2.2246,2.32085,2.968425,0.023473
2613.409,0.007504,9.553732,2.223827,2.317761,2.985415,0.023434
2613.609,0.007504,9.540215,2.222283,2.316217,2.971514,0.023357
2613.809,0.007504,9.541953,2.23155,2.314672,2.97692,0.023473
2614.009,0.00731,9.533456,2.219966,2.315444,2.974603,0.023395
2614.209,0.007504,9.541373,2.219194,2.310811,2.974603,0.023473
2614.409,0.007504,9.532877,2.21765,2.311197,2.972287,0.023473
2614.609,0.00731,9.539442,2.216105,2.310039,2.96997,0.023434
2614.809,0.007504,9.542532,2.2107,2.309652,2.973059,0.023357
2615.009,0.007504,9.532105,2.213788,2.306563,2.967653,0.023357
2615.209,0.007504,9.635413,2.213016,2.306563,2.971514,0.023434
2615.409,0.007504,9.670943,2.211472,2.305791,2.965337,0.023434
2615.609,0.007504,9.539056,2.2107,2.303474,2.965337,0.023357
2615.809,0.00731,9.541759,2.209155,2.304247,2.965337,0.023434
2616.009,0.007504,9.573428,2.207611,2.301544,2.964564,0.023511
2616.209,0.00731,9.631551,2.206066,2.300771,2.963792,0.023395
2616.409,0.007504,9.637344,2.206066,2.29691,2.963792,0.023434
2616.609,0.00731,9.538284,2.203749,2.297682,2.962248,0.023434
2616.809,0.00731,9.541759,2.213788,2.29498,2.959931,0.023395
2617.009,0.007504,9.525346,2.202205,2.29189,2.959159,0.023511
2617.209,0.00731,9.540794,2.199888,2.29189,2.958386,0.023434
2617.409,0.00731,9.537704,2.2107,2.293435,2.957614,0.023434
2617.609,0.00731,9.612627,2.198344,2.288415,2.957614,0.023434
2617.809,0.00731,9.634448,2.185988,2.288029,2.956842,0.023395
2618.009,0.00731,9.601234,2.195255,2.286485,2.954525,0.023357
2618.209,0.00731,9.540408,2.194483,2.286871,2.952981,0.023357
2618.409,0.00731,9.585014,2.182899,2.285712,2.953753,0.023434
2618.609,0.00731,9.535967,2.191394,2.28494,2.952209,0.023357
2618.809,0.00731,9.543497,2.189849,2.286485,2.951436,0.023473
2619.009,0.00731,9.576324,2.189077,2.283009,2.951436,0.023357
2619.209,0.00731,9.540215,2.187533,2.281079,2.94912,0.023473
2619.409,0.00731,9.542146,2.196027,2.279534,2.947575,0.023395
2619.609,0.00731,9.534615,2.185216,2.27992,2.946803,0.023473
2619.809,0.00731,9.541373,2.183671,2.276831,2.946803,0.023395
2620.009,0.00731,9.532298,2.182899,2.275673,2.945259,0.023434
2620.209,0.007117,9.625758,2.181355,2.273356,2.943714,0.023473
2620.409,0.00731,9.541953,2.189849,2.274515,2.94217,0.023357
2620.609,0.00731,9.532105,2.179038,2.274515,2.943714,0.023434
2620.809,0.007117,9.541373,2.178266,2.272198,2.94217,0.023434
2621.009,0.00731,9.538091,2.175949,2.271812,2.939853,0.023395
2621.209,0.00731,9.539056,2.175177,2.269881,2.939853,0.023357
2621.409,0.00731,9.541759,2.162049,2.269495,2.938309,0.023395
2621.609,0.00731,9.52998,2.17286,2.26795,2.938309,0.023473
2621.809,0.007117,9.540987,2.171316,2.266406,2.93522,0.023395
2622.009,0.00731,9.577676,2.169771,2.264861,2.936764,0.023473
2622.209,0.00731,9.538284,2.168999,2.265634,2.93522,0.023434
2622.409,0.007117,9.541759,2.178266,2.264089,2.929042,0.023395
2622.609,0.00731,9.527663,2.166682,2.261772,2.937536,0.023434
2622.809,0.00731,9.540794,2.16591,2.259456,2.931358,0.023357
2623.009,0.007117,9.535194,2.175949,2.261,2.931358,0.023395
2623.209,0.007117,9.537704,2.163594,2.259069,2.926725,0.023434
2623.409,0.00731,9.543111,2.153555,2.255208,2.93522,0.023434
2623.609,0.007117,9.528629,2.161277,2.255208,2.923636,0.023434
2623.809,0.007117,9.540601,2.15896,2.254822,2.92827,0.023357
2624.009,0.007117,9.583083,2.157416,2.251733,2.925181,0.023434
2624.209,0.007117,9.53616,2.156643,2.251733,2.925953,0.023357
2624.409,0.007117,9.634061,2.152782,2.250188,2.923636,0.023395
2624.609,0.007117,9.529594,2.154327,2.249802,2.923636,0.023318
2624.809,0.007117,9.540215,2.153555,2.24903,2.922864,0.023434
2625.009,0.007117,9.559138,2.151238,2.248258,2.922092,0.023434
2625.209,0.007117,9.535001,2.150466,2.247099,2.919775,0.023395
2625.409,0.007117,9.541566,2.149693,2.243624,2.920547,0.023395
2625.609,0.007117,9.527277,2.148921,2.243624,2.919003,0.023395
2625.809,0.007117,9.539829,2.147377,2.240921,2.917458,0.023395
2626.009,0.007117,9.541759,2.155871,2.238991,2.919003,0.023395
2626.209,0.007117,9.532491,2.14506,2.238605,2.914369,0.023357
2626.409,0.007117,9.54118,2.143516,2.238605,2.915914,0.023434
2626.609,0.007117,9.646999,2.142743,2.23706,2.914369,0.023395
2626.809,0.007117,9.539249,2.141199,2.235902,2.913597,0.023357
2627.009,0.007117,9.541759,2.135021,2.234357,2.912053,0.023318
